src,ref,extra_ref,Facebook_FAIR.6862,SID,raw_score,z_score,z_score_norm,raw_score_norm,annotators
It has become increasingly apparent that differing views are not tolerated in the Labour party and every opinion is judged on whether it is acceptable to the party leadership.,"Es hat sich immer deutlicher gezeigt, dass unterschiedliche Ansichten in der Labour-Partei nicht toleriert werden, und jede Meinung wird danach beurteilt, ob sie für die Parteiführung akzeptabel ist.","Es ist zunehmend offensichtlich geworden, dass abweichende Ansichten in der Labour Party nicht toleriert werden und dass jede Meinung danach beurteilt wird, ob sie für die Parteiführung akzeptabel ist.","Es hat sich zunehmend gezeigt, dass unterschiedliche Ansichten in der Labour-Partei nicht toleriert werden und jede Meinung danach beurteilt wird, ob sie für die Parteiführung akzeptabel ist.",567,98.0,0.275048477677391,-0.12100907973298994,0.5101853464987719,1
"This started shortly after Jeremy became leader, as colleagues with whom I had previously thought I shared a similar political outlook began expecting me to do a U-turn and take positions I would never have otherwise agreed with - whether on national security or the EU single market.","Dies begann kurz nach Jeremys Amtsantritt, denn die Kollegen, mit denen ich zuvor gedacht hatte, dass ich eine ähnliche politische Einstellung hätte, erwarteten, dass ich eine Kehrtwende vollziehen und Positionen einnehmen würde, mit denen ich mich sonst nie einverstanden gehabt hätte, sei es in Bezug auf die nationale Sicherheit oder den EU-Binnenmarkt.","Dies begann kurz nachdem Jeremy Vorsitzender wurde, als Kollegen, von denen ich dachte, dass ich mit ihnen eine ähnliche politische Ansicht teilte, erwarteten, dass ich eine Kehrtwende vollführen und Positionen einnehmen würde, denen ich andernfalls niemals zugestimmt hätte, egal, ob zur nationalen Sicherheit oder zum EU-Binnenmarkt.","Dies begann kurz nachdem Jeremy Parteichef wurde, als Kollegen, mit denen ich zuvor dachte, dass ich eine ähnliche politische Einstellung teile, begannen, von mir eine Kehrtwende zu erwarten und Positionen einzunehmen, mit denen ich sonst nie übereingestimmt hätte – sei es in Bezug auf die nationale Sicherheit oder den EU-Binnenmarkt.",568,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
"Whenever I speak publicly - and it doesn't really matter what I say - there follows a tirade of abuse on social media calling for deselection, denouncing the politics of the centre, telling me I should not be in the Labour party.","Wann immer ich mich öffentlich äußere – und es spielt keine Rolle, was ich sage –, folgt eine Tirade des Missbrauchs in den sozialen Medien, die zur Abwahl aufruft, die Politik des Zentrums anprangert und mir sagt, ich solle nicht in der Labour-Partei sein.","Jedes Mal, wenn ich öffentlich spreche - und es spielt nicht wirklich eine Rolle, was ich sage - gibt es im Anschluss eine Hasstirade in den sozialen Medien, die die Politik der Mitte anprangert, und ich werde aufgefordert, die Labour Party zu verlassen.","Wann immer ich öffentlich spreche – und es ist eigentlich egal, was ich sage – folgt eine Tirade von Beschimpfungen in den sozialen Medien, die zur Abwahl aufruft, die Politik der Mitte anprangert und mir sagt, dass ich nicht in der Labour-Partei sein sollte.",569,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
And that is not just my experience.,Diese Erfahrung habe nicht nur ich gemacht.,Und das ist nicht nur meine Erfahrung.,Und das ist nicht nur meine Erfahrung.,570,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
"Indeed, I know I am more fortunate than some of my colleagues as the comments directed at me tend to be political.","Ich weiß in der Tat, dass mehr Glück habe als einige meiner Kollegen, da die Kommentare, die sich an mich richten, tendenziell politisch sind.","Natürlich weiß ich, dass ich mehr Glück habe, als einige meiner Kollegen, denn die Kommentare, die an mich gerichtet werden, gehen meist in die politische Richtung.","Tatsächlich weiß ich, dass ich mehr Glück habe als einige meiner Kollegen, da die an mich gerichteten Kommentare tendenziell politisch sind.",571,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
I am in awe of the professionalism and determination of those colleagues who face a torrent of sexist or racist abuse every day but never shy away.,"Ich schätze die Professionalität und Entschlossenheit meiner Kollegen, die jeden Tag einer Flut von sexistischem oder rassistischem Missbrauch ausgesetzt sind, aber nie zurückschrecken.","Ich bewundere die Professionalität und Entschlossenheit jener Kollegen, die es jeden Tag mit einem Schwall sexistischer oder rassistischer Übergriffe zu tun haben und sich dadurch nie einschüchtern lassen.","Ich habe Ehrfurcht vor der Professionalität und Entschlossenheit jener Kollegen, die jeden Tag mit einer Flut sexistischer oder rassistischer Beschimpfungen konfrontiert sind, aber nie davor zurückschrecken.",572,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
One of the most disappointing aspects of this era of politics is how levels of abuse have become normalised.,"Einer der enttäuschendsten Aspekte dieser Ära der Politik ist, wie sich das Ausmaß des Missbrauchs normalisiert hat.","Einer der enttäuschendsten Aspekte dieses Politikzeitalters ist, wie die Ausmaße des Missbrauchs normalisiert wurden.","Einer der enttäuschendsten Aspekte dieser Ära der Politik ist, wie sich das Maß an Missbrauch normalisiert hat.",573,98.0,0.275048477677391,-0.12100907973298994,0.5101853464987719,1
Jeremy Corbyn claimed last week that the Labour party should foster a culture of tolerance.,"Jeremy Corbyn behauptete letzte Woche, dass die Labour-Partei eine Kultur der Toleranz fördern sollte.","Jeremy Corbyn forderte vergangene Woche, dass die Labour Party eine Kultur der Toleranz fördern solle.","Jeremy Corbyn hat letzte Woche behauptet, dass die Labour-Partei eine Kultur der Toleranz fördern sollte.",574,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
"The reality is we are no longer that broad church and with every ""no-confidence"" motion or change of selection rules the party becomes narrower.","Die Realität ist, dass wir nicht mehr die breite Kirche sind und mit jedem Misstrauensantrag oder Änderung der Auswahlvorschriften die Partei kleiner wird.","Die Realität ist, dass wir nicht länger diese breite Kirche sind, und mit jedem Misstrauensantrag oder jeder Regel zur Änderung der Auswahl wird die Partei schmaler.","Die Realität ist, dass wir nicht mehr diese breite Kirche sind und mit jedem Misstrauensantrag oder jeder Änderung der Auswahlregeln wird die Partei enger.",575,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
"I have had lots of advice over the past two years urging me to keep my head down, not to be so vocal and then I would ""be all right.""","Ich habe in den letzten zwei Jahren jede Menge Ratschläge dazu erhalten, meinen Hals einzuziehen, nicht so lautstark zu sein, und dann wäre ich „in Ordnung“.","Ich habe in den vergangenen zwei Jahren jede Menge Ratschläge bekommen, den Kopf einzuziehen und mich nicht so lautstark zu äußern, dann wäre ich „in Ordnung“.","Ich hatte in den letzten zwei Jahren viele Ratschläge, die mich drängten, meinen Kopf unten zu halten, nicht so laut zu sein und dann wäre ich „in Ordnung“.",576,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
But that is not what I came into politics to do.,Aber aus diesem Grund bin ich nicht in die Politik gekommen.,"Aber das ist nicht, weshalb ich in die Politik ging.","Aber das ist nicht das, wofür ich in die Politik gekommen bin.",577,98.0,0.275048477677391,-0.12100907973298994,0.5101853464987719,1
"Ever since I joined Labour 32 years ago as a school pupil, provoked by the Thatcher government's neglect that had left my comprehensive school classroom literally falling down, I've sought to champion better public services for those who need them most - whether as a local councillor or government minister.","Vor 32 Jahren schloss ich mich als Schüler, wegen der Vernachlässigung der Thatcher-Regierung, Labour an. Diese Vernachlässigung hatte dazu geführt, dass mein Klassenzimmer buchstäblich zusammengebrochen war. Infolgedessen habe ich versucht, mich für bessere öffentliche Dienstleistungen für diejenigen einzusetzen, die sie am meisten brauchen. Egal ob als Gemeinderat oder Minister.","Seitdem ich vor 32 Jahren als Schuljunge Labour beigetreten bin, ausgelöst durch die Nachlässigkeit der Thatcher-Regierung, die es zugelassen hatte, dass mein gesamtes Klassenzimmer buchstäblich einstürzte, habe ich mir vorgenommen, dass ich entweder als Gemeindevertreter oder als Regierungsminister für bessere öffentliche Dienstleistungen sorgen würde, und zwar für diejenigen, die diese am meisten brauchen.","Seit ich vor 32 Jahren als Schüler in die Labour-Partei eingetreten bin, provoziert durch die Vernachlässigung durch die Thatcher-Regierung, die dazu geführt hatte, dass mein Klassenzimmer in der Gesamtschule buchstäblich zusammenbrach, habe ich versucht, mich für bessere öffentliche Dienstleistungen für diejenigen einzusetzen, die sie am dringendsten brauchen – sei es als Gemeinderat oder Minister.",578,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
"I have never hidden my politics, including at the last election.","Ich habe nie meine politischen Ansichten versteckt, auch nicht bei der letzten Wahl.","Ich habe meine politische Gesinnung nie versteckt, auch bei der letzten Wahl nicht.","Ich habe meine Politik nie versteckt, auch nicht bei der letzten Wahl.",579,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
No one in Nottingham East could have been in any way confused about my policy positions and areas of disagreement with the current leadership.,"Was meine politischen Positionen betrifft solllte niemand in Nottingham East in irgendeiner Weise verwirrt gewesen sein. Das gleiche gilt für Bereiche, in denen ich mit der derzeitigen Führung nicht einverstanden bin.",Niemand in Nottingham East hätte über meine politischen Einstellungen und Meinungsverschiedenheiten mit der aktuellen Führungsebene verwirrt sein können.,Niemand in Nottingham East hätte in irgendeiner Weise über meine politischen Positionen und Bereiche der Uneinigkeit mit der aktuellen Führung verwirrt sein können.,580,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
"To those who promoted the motion on Friday, all I would say is that when the country is ploughing towards a Brexit that will hurt households, businesses and our public services, I do not understand the desire to waste time and energy on my loyalty to the Labour party leader.","Denjenigen, die den Antrag am Freitag unterstützt haben, möchte ich nur sagen, dass ich nicht verstehe, warum sie Zeit und Energie verschwenden, um mir und der Labour Partei gegenüber loyal zu bleiben, wenn das Land auf einen Brexit zusteuert, der den Haushalten, Unternehmen und unseren öffentlichen Diensten schadet.","All denjenigen, die die Bewegung am Freitag unterstützt haben, möchte ich nur mitteilen, dass, wenn sich das Land auf einen Brexit zubewegt, der Haushalten, Unternehmen und unserem öffentlichen Dienst schaden wird, kann ich den Wunsch, meine Zeit und Energie an meine Loyalität zum Parteivorsitzenden der Labour Party zu verschwenden, nicht verstehen.","Denjenigen, die den Antrag am Freitag unterstützt haben, würde ich nur sagen, dass ich den Wunsch, Zeit und Energie für meine Loyalität gegenüber dem Labour-Parteichef zu verschwenden, nicht verstehe, wenn das Land auf einen Brexit zusteuert, der den Haushalten, Unternehmen und unseren öffentlichen Dienstleistungen schaden wird.",581,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
"But really the one message I have is not to Nottingham Momentum, it is to my constituents, whether Labour members or not: I am proud to serve you and I promise that no amount of deselection threats or political expediency will deter me from acting in what I believe are the best interests of you all.","Aber die einzige Botschaft, die ich habe, geht nicht an Nottingham Momentum, sondern an meine Wähler, ob Labour-Mitglieder oder nicht: Ich bin stolz darauf, Ihnen zu dienen, und ich verspreche Ihnen, dass mich keine Drohungen zur Abwahl oder politische Opportunitäten von der Arbeit in dem abhalten werden, was meiner Meinung nach das beste Interesse von Ihnen allen ist.","Ich möchte die Botschaft wirklich nicht an das Nottingham Momentum, sondern an alle meine Wähler richten, ob Sie Labour-Mitglieder sind oder nicht: Ich bin stolz darauf, Ihnen zu dienen, und ich verspreche Ihnen, dass keinerlei Drohungen einer Abwahl oder politische Zweckdienlichkeiten mich davon abhalten werden, mich dafür einzusetzen, woran ich glaube, im Interesse von Ihnen allen.","Aber die einzige Botschaft, die ich wirklich habe, ist nicht an Nottingham Momentum, sondern an meine Wähler, ob Labour-Mitglieder oder nicht: Ich bin stolz darauf, Ihnen zu dienen, und ich verspreche, dass mich kein Maß an Abwahldrohungen oder politischer Zweckmäßigkeit davon abhalten wird, in dem zu handeln, was meiner Meinung nach das beste Interesse von Ihnen allen ist.",582,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
Chris Leslie is MP for Nottingham East,Chris Leslie ist Abgeordneter für Nottingham East,Chris Leslie ist MP für Notthingham East,Chris Leslie ist Abgeordneter für Nottingham East,583,100.0,0.458069439983309,0.18858269168949607,0.6432092305953999,1
Ayr 38 - 17 Melrose: Unbeaten Ayr go top,Ayr 38 - 17 Melrose: Ayr ungeschlagen an der Spitze,Ayr 38 – 17 Melrose: Ungeschlagenes Ayr übernimmt Tabellenführung,Ayr 38 – 17 Melrose: Der ungeschlagene Ayr geht an die Spitze,584,99.0,0.36655895883035,0.03378680597825306,0.5766972885470859,1
"Two late tries may have skewed the final result somewhat, but there is no doubt Ayr deserved to triumph in this wonderfully-entertaining Tennent's Premiership match of the day.","Zwei späte Tries mögen das Endergebnis etwas verzerrt haben, aber es besteht kein Zweifel, dass Ayr es verdient hat, in diesem wunderbar unterhaltsamen Tennent's Premiership Match des Tages zu siegen.","Zwei Versuche kurz vor Schluss haben vielleicht das Endergebnis etwas verzerrt, aber Ayr hat den Sieg dieser wunderbar unterhaltsamen Tennent’s-Premiership-Partie des Tages zweifellos verdient.","Zwei späte Versuche mögen das Endergebnis etwas verzerrt haben, aber es besteht kein Zweifel, dass Ayr den Triumph in diesem wunderbar unterhaltsamen Tennent 's Premiership Match des Tages verdient hatte.",585,99.0,0.624224199746592,0.46964419282733083,0.5766972885470859,1
"They now top the table, the only unbeaten side of the ten.",Sie führen nun als einzige ungeschlagene der zehn Mannschaften die Tabelle an.,"Sie führen jetzt die Tabelle an, die einzige ungeschlagene der zehn Mannschaften.","Sie führen nun die Tabelle an, die einzige ungeschlagene der zehn Mannschaften.",586,99.0,0.624224199746592,0.46964419282733083,0.5766972885470859,1
"In the end, it was their superior defence, as much as their better chance-taking, which carried the home side and coach Peter Murchie had every right to be pleased.","Letztlich lag es an der überragenden Verteidigung des Gastgebers, aber auch daran, dass Chancen besser genutzt wurden. Der Trainer Peter Murchie durfte damit sehr zufrieden sein.","Letztendlich war es ihre überragende Abwehr sowie ihre bessere Chancenverwertung, die die Heimmannschaft zum Sieg führte und Trainer Peter Murchie konnte mit Recht zufrieden sein.","Am Ende war es ihre überlegene Abwehr, aber auch ihre bessere Chancenverwertung, die die Heimmannschaft trug und Trainer Peter Murchie hatte allen Grund, zufrieden zu sein.",587,100.0,0.667735150582698,0.543245774722145,0.6432092305953999,1
"""We've been tested over our games this far, and we're still unbeaten, so I have to be happy,"" he said.","""Wir wurden durch unsere Spiele so weit getestet, und wir sind immer noch ungeschlagen, also muss ich glücklich sein"", sagte er.","„Wir wurden in allen unseren bisherigen Spielen geprüft, und wir sind weiterhin ungeschlagen, also muss ich glücklich sein,“ sagte er.","„Wir wurden in unseren bisherigen Spielen getestet, und wir sind immer noch ungeschlagen, also muss ich zufrieden sein“, sagte er.",588,87.0,0.102092789713315,-0.4135747899104499,-0.22144601603268244,1
"Robyn Christie of Melrose said: ""Credit to Ayr, they took their chances better than we did.""","Robyn Christie von Melrose sagte: „Dank an Ayr, sie haben ihre Chancen besser genutzt.“","Robyn Christie von Melrose sagte: „Alle Achtung vor Ayr, sie haben ihre Chancen besser genutzt als wir.”","Robyn Christie von Melrose sagte: „Anerkennung an Ayr, sie haben ihre Chancen besser genutzt als wir“.",589,99.0,0.624224199746592,0.46964419282733083,0.5766972885470859,1
"Grant Anderson's 14th minute try, converted by Frazier Climo, put Ayr in front, but, a yellow card for Scotland cap Rory Hughes, released for the game by Warriors, allowed Melrose to make numbers tell and Jason Baggot grabbed an unconverted try.","Grant Andersons Versuch in der 14. Minute, von Frazier Climo vergewandelt, brachte Ayr nach vorne, aber eine gelbe Karte für Schottlands Kapitän Rory Hughes, die für das Spiel von Warriors gegeben wurde, erlaubte Melrose, Zahlen sprechen zu lassen, und Jason Baggot einen nicht verwandelten Versuch zu ergattern.","Der von Frazier Climo verwandelte Versuch von Grant Anderson in der 14. Minute brachte Ayr in Führung, doch eine Gelbe Karte für Schottlands Rory Hughes, der für das Spiel von den Warriors freigestellt wurde, gab Melrose die Möglichkeit, etwas Zählbares zu verbuchen, und Jason Baggot packte sich einen nicht verwandelten Versuch.","Grant Andersons Versuch in der 14. Minute, der von Frazier Climo verwandelt wurde, brachte Ayr in Front, doch eine Gelbe Karte für den Schotten Rory Hughes, der von den Warriors für das Spiel freigegeben wurde, ermöglichte es Melrose, Zahlen zu nennen, und Jason Baggot schnappte sich einen nicht verwandelten Versuch.",590,88.0,0.145603740549421,-0.3399732080156355,-0.15493407398436843,1
"Climo stretched the Ayr lead with a penalty, before, right on half-time, he scored then converted a solo try to make it 17-5 to Ayr at the break.","Climo streckte die Führung von Ayr mit einem Strafstoß vor, ehe er direkt zur Halbzeit einen Treffer erzielte und dann einen Soloversuch machte, mit dem ihm in die 17:5 Pausenführung für Ayr gelang.","Climo baute die Führung für Ayr mit einem Strafkick aus, bevor er kurz vor der Halbzeit per Solo einen Versuch erzielte und zur Pause auf 17:5 für Ayr stellte.","Climo baute die Ayr-Führung mit einem Penalty aus, bevor er direkt zur Halbzeit einen Alleingang zum 17: 5 für Ayr zur Pause verwandelte.",591,75.0,-0.420038620319962,-1.2967937726482304,-1.0195893206124509,1
"But Melrose began the second half well and Patrick Anderson's try, converted by Baggot, reduced the leeway to five points.","Melrose begann aber die zweite Halbzeit gut und Patrick Anderson's Versuch, verwandelt von Baggot, reduzierte den Rückstand auf fünf Punkte.","Doch Melrose begann die zweite Hälfte gut und Patrick Andersons Versuch, umgewandelt durch Baggot, verringerte den Rückstand auf fünf Punkte.","Aber Melrose begann die zweite Hälfte gut und Patrick Andersons Versuch, der von Baggot verwandelt wurde, verringerte den Spielraum auf fünf Punkte.",592,90.0,0.232625642221634,-0.1927700442260051,-0.021910189887740354,1
"There was then a lengthy hold-up for a serious injury to Ruaridh Knott, who was stretchered off, and from the restart, Ayr surged further ahead through a Stafford McDowall try, converted by Climo.","Es gab dann eine längere Unterbrechung wegen der schweren Verletzung von Ruaridh Knott, der auf einer Trage das Spielfeld verließ. Nach dem Neustart baute Ayr die Führung aus, als ein Try von Stafford McDowall-von Climo verwandelt wurde.","Anschließend gab es eine längere Unterbrechung wegen einer ernsten Verletzung von Ruaridh Knott, der vom Platz getragen wurde, und von Wiederanpfiff an zog Ayr durch einen Versuch von Stafford McDowall, der von Climo verwandelt wurde, weiter davon.","Es gab dann eine lange Wartezeit für eine schwere Verletzung von Ruaridh Knott, der gestreckt wurde, und vom Wiederanpfiff an stürmte Ayr durch einen von Climo verwandelten Stafford McDowall-Versuch weiter nach vorne.",593,88.0,0.145603740549421,-0.3399732080156355,-0.15493407398436843,1
"Ayr acting captain Blair Macpherson was then yellow-carded, and again, Melrose made the extra man pay with an unconverted Bruce Colvine try, at the end of a spell of fierce pressure.","Ayr's aktueller Kapitän Blair Macpherson bekam dann die gelbe Karte, und wieder ließ Melrose den zusätzlichen Mann mit einem nicht umgewandelten Bruce Colvine Versuch bezahlen, am Ende eines Fluchs des heftigen Drucks.","Dann bekam Blair Macpherson, der amtierende Ayr-Kapitän, eine gelbe Karte und Melrose profitierte abermals vom zusätzlichen Mann bei einem vergebenen Versuch von Bruce Colvine am Ende einer druckvollen Serie von Angriffen.","Ayr amtierender Kapitän Blair Macpherson wurde dann mit der Gelben Karte belegt, und wieder ließ Melrose den zusätzlichen Mann mit einem nicht verwandelten Versuch von Bruce Colvine bezahlen, am Ende einer Phase heftigen Drucks.",594,76.0,-0.376527669483856,-1.2231921907534162,-0.9530773785641368,1
"The home side came back, however, and when Struan Hutchinson was yellow-carded for tackling Climo without the ball, from the penalty line-out, MacPherson touched down at the back of the advancing Ayr maul.","Die Heimseite kam jedoch zurück, und als Struan Hutchinson eine gelbe Karte wegen einem Tackling ohne Ball von Climo aus der Strafraumgrenze erhielt, machte MacPherson einen Touchdown, den vorrückenden Ayr im Rücken.","Die Heimmannschaft kam dennoch zurück und als Struan Hutchinson die Gelbe Karte für den Tackle ohne Ball an Clima sah, legte MacPherson den Ball von der Seitenauslinie aus hinter dem vorrückenden Ayr-Paket nieder.","Die Heimmannschaft kam jedoch zurück, und als Struan Hutchinson für sein Tackling gegen Climo ohne Ball von der Strafraumgrenze die Gelbe Karte sah, setzte MacPherson im Rücken des heranstürmenden Ayr Maul auf.",595,87.0,0.102092789713315,-0.4135747899104499,-0.22144601603268244,1
"Climo converted, as he did again almost from the restart, after Kyle Rowe gathered David Armstrong's box kick and sent flanker Gregor Henry away for the home side's fifth try.","Climo konvertierte, wie bereits fast nach dem Neustart, nachdem Kyle Rowe David Armstrongs Boxkick fing und den Flügelstürmer Gregor Henry per Pass in Richtung Try Nummer fünf schickte.","Climo verwandelte, wie er es fast direkt nach der Wiederaufnahme erneut tat, nachdem Kyle Rowe den Endzonen-Kick von David Armstrong aufgenommen und Flügelstürmer Gregor Henry für den fünften Versuch der Heimmannschaft weggeschickt hatte.","Climo verwandelte, wie schon fast vom Wiederanpfiff an, nachdem Kyle Rowe David Armstrongs Strafstoß aufnahm und Flanke Gregor Henry zum fünften Versuch für die Heimmannschaft wegschickte.",596,99.0,0.624224199746592,0.46964419282733083,0.5766972885470859,1
Still Game star looks set for new career in restaurant industry,„Still Game“-Star mit neuen Karriereplänen in der Restaurantbranche,Star aus Still Game offenbar bereit für neue Karriere in der Gastronomiebranche.,Still Game-Star sieht sich für neue Karriere in der Gastronomie gerüstet,597,99.0,0.624224199746592,0.46964419282733083,0.5766972885470859,1
Still Game star Ford Kieran looks set to move into the hospitality industry after it was discovered he's been named as the director of a licensed restaurants company.,"Der Star Ford Kieran wird wahrscheinlich in die Hotellerie wechseln, nachdem man entdeckt hat, dass er als Leiter eines lizenzierten Restaurants ernannt worden ist.","Still-Game-Star Ford Kieran wechselt aller Voraussicht nach ins Gastgewerbe, nachdem herauskam, dass er zum Direktor eines Unternehmens für lizenzierte Restaurants ernannt wurde.","Still Game Star Ford Kieran scheint bereit, in das Gastgewerbe zu wechseln, nachdem entdeckt wurde, dass er als Direktor einer lizenzierten Restaurantfirma benannt wurde.",598,73.0,-0.0745183434703666,-0.7123239216294485,-1.152613204709079,1
"The 56-year-old plays Jack Jarvis on the popular BBC show, which he writes and co-stars with long-time comedy partner Greg Hemphill.","Der 56-jährige spielt Jack Jarvis in der populären BBC-Show, die er zusammen mit seinem langjährigen Comedy-Partner Greg Hemphill schreibt.","Der 56-jährige Spieler Jack Jarvis in der beliebten BBC-Show, die er selbst schreibt und zusammen mit seinem langjährigen Comedy-Partner Greg Hemphill moderiert.","Der 56-Jährige spielt Jack Jarvis in der beliebten BBC-Show, die er zusammen mit seinem langjährigen Comedy-Partner Greg Hemphill schreibt und spielt.",599,76.0,0.0117910082341999,-0.5663260821039425,-0.9530773785641368,1
"The duo have announced that the upcoming ninth series will be the final one in the show's run, and it appears Kiernan is planning for life after Craiglang.","Das Duo hat bekannt gegeben, dass Kiernan ist mit der Serie und Craiglang für Pläne macht.","Das Duo kündigte an, dass die anstehende neunte Staffel die letzte Staffel der Show sein werde, und es scheint, dass Kiernan bereits Pläne für das Leben nach Craiglang schmiedet.","Das Duo hat angekündigt, dass die kommende neunte Staffel die letzte im Lauf der Serie sein wird, und es scheint, als plane Kiernan für das Leben nach Craiglang.",600,99.0,0.67349603796921,0.5529906875916041,0.5766972885470859,1
"According to official record listings, he is the director of Adriftmorn Limited.",Offiziellen Unternehmensregistereinträgen zufolge ist er Geschäftsführer von Adriftmorn Limited.,Laut offiziellen Aktenverzeichnissen ist er der Direktor von Adriftmorn LImited.,Laut offiziellen Aufzeichnungen ist er der Direktor von Adriftmorn Limited.,601,68.0,-0.218367262977978,-0.9556536541719596,-1.485172914950649,1
"The actor declined to comment on the story, though a Scottish Sun source hinted that Kiernan was looking to get involved in Glasgow's ""thriving restaurant trade.""","Der Schauspieler wollte keinen Kommentar dazu abgeben, aus einer Quelle in Schottland hieß es jedoch, Kiernan strebe den Einstieg in Glasgows „florierende Restaurantszene“ an.","Der Schauspieler lehnte es ab, die Story zu kommentieren, obwohl eine Quelle der Scottish Sun andeutete, dass Kiernan in Glasgows „florierendem Gastronomiegewerbe“ mitmischen möchte.","Der Schauspieler lehnte es ab, sich zu der Geschichte zu äußern, obwohl eine Quelle der Scottish Sun andeutete, dass Kiernan sich in Glasgows „florierendem Restauranthandel“ engagieren wollte.",602,99.0,0.67349603796921,0.5529906875916041,0.5766972885470859,1
'The sea is ours': landlocked Bolivia hopes court will reopen path to Pacific,"„Das Meer gehört uns“: Das von Land umschlossene Bolivien hofft, dass das Gericht den Weg zum Pazifik wieder öffnen wird","Das Meer ist unser: Das von Land umgebene Bolivien hofft, dass das Gericht den Zugang zum Pazifik wieder freigibt","„Das Meer gehört uns“: Binnenland Bolivien hofft, dass Gericht Weg in den Pazifik wieder öffnet",603,98.0,0.644726254067688,0.5043247410831024,0.5101853464987719,1
Sailors patrol a rigging-clad naval headquarters in La Paz.,Sailors patrouillieren in La Paz ein Rigging-clad-Marinestauptquartier.,Matrosen patrouillieren um ein in Takelage gehülltes Marinehauptquartier in La Paz.,Matrosen patrouillieren in einem mit Takelage verkleideten Marine-Hauptquartier in La Paz.,604,89.0,0.0404317231504278,-0.5178784641152423,-0.08842213193605439,2
Public buildings fly an ocean-blue flag.,Öffentliche Gebäude fliegen ein Meer-blaue Fahne.,Öffentliche Gebäude hissen eine ozeanblaue Flagge.,Öffentliche Gebäude wehen unter einer ozeanblauen Flagge.,605,100.0,0.616957078211429,0.4573513876706568,0.6432092305953999,1
"Naval bases from Lake Titicaca to the Amazon are daubed with the motto: ""The sea is ours by right.",Marinestützpunkte vom Titicacasee bis zum Amazonas stehen unter dem Motto: „Das Meer gehört von Rechtswegen uns.,Marinestützpunkte vom Titicacasee bis zum Amazonas werden mit dem Motto versehen: „Das Meer gehört rechtmäßig uns.“,Marinestützpunkte vom Titicacasee bis zum Amazonas sind mit dem Motto beschmiert: „Das Meer gehört uns von Rechts wegen.,606,31.5,-2.97322354194117,-5.6156708711778975,-3.9128587997141113,2
"To recover it is a duty.""","Um die Erholung zu erlangen, ist es eine Pflicht.","Es ist eine Pflicht, es zu retten.“","Sie zurückzugewinnen, ist eine Pflicht „.",607,99.0,0.564545682296793,0.36869412841739413,0.5766972885470859,1
"Throughout landlocked Bolivia, the memory of a coastline lost to Chile in a bloody 19th-century resource conflict is still vivid - as is the yearning to sail the Pacific Ocean once more.","Im gesamten eingeschlossenen Bolivien ist die Erinnerung an eine Küste, die in einem blutigen Ressourcenkonflikt im 19. Jahrhundert an Chile verloren wurde, immer noch lebendig - ebenso wie die Sehnsucht, wieder den Pazifik zu befahren.","Genauso wie an die Sehnsucht, wieder über den Pazifischen Ozean zu segeln, erinnert sich das ganze landumschlossene Bolivien immer noch lebhaft an eine Küstenlinie, die im 19. Jahrhundert in einem blutigen Ressourcenkonflikt an Chile verloren ging.","Im gesamten Binnenland Boliviens ist die Erinnerung an eine Küste, die Chile in einem blutigen Ressourcenkonflikt des 19. Jahrhunderts verloren hat, noch immer lebendig – ebenso wie die Sehnsucht, noch einmal den Pazifik zu befahren.",608,99.5,0.590751380254111,0.4130227580440255,0.6099532595712429,2
"Those hopes are perhaps at their highest in decades, as Bolivia awaits a ruling by the international court of justice on 1 October after five years of deliberations.","Diese Hoffnungen sind möglicherweise an ihrem Höchstpunkt seit Jahrzehnten, da Bolivien am 1. Oktober nach fünf Jahren der Beratungen auf ein Urteil des Internationalen Gerichtshofs wartet.","Diese Hoffnungen waren vielleicht so groß wie seit Jahrzehnten nicht, da Bolivien nach fünf Jahre andauernden Beratungen am 1. Oktober ein Urteil des Internationalen Gerichtshofes erwartet.","Diese Hoffnungen sind vielleicht auf dem höchsten Stand seit Jahrzehnten, da Bolivien nach fünfjährigen Beratungen auf ein Urteil des Internationalen Gerichtshofs am 1. Oktober wartet.",609,99.0,0.564545682296793,0.36869412841739413,0.5766972885470859,1
