index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
155,"Either accept the values set when you created the graph or enter a minimum value, a maximum value, and the number of divisions between labels.","Buď přijměte hodnoty nastavit, když jste vytvořili graf nebo zadejte hodnotu minimální a maximální hodnotou, a počet rozdělení mezi popisky.","Buď potvrďte hodnoty, které byly nastaveny při vytváření grafu nebo zadejte minimální hodnotu, maximální hodnotu a počet dílků mezi popisy.","Buď přijměte hodnoty nastavené při vytvoření grafu nebo zadejte minimální hodnotu, maximální hodnotu a počet dělení mezi štítky.",0.65,smt,1,1_smt,0.28470829129219055|0.4233715534210205|0.3516795039176941|0.42388054728507996|0.36583200097084045
156,Table of contents item element.,Obsah položky prvku.,Element typu položka obsahu.,Položkový prvek obsahu.,0.75,smt,1,1_smt,0.08340558409690857|0.15117453038692474|0.4045517146587372|0.2513037323951721|0.2033131867647171
157,Normally this is not a concern.,Toto není obvykle týkat.,Obvykle to není žádný problém.,Toto obvykle nepředstavuje žádný problém.,0.6666666666666666,smt,1,1_smt,0.2707580029964447|0.3983786702156067|0.6605201363563538|0.4339905083179474|0.36927467584609985
158,An href attribute to an image file in the same folder as the XML file looks like the following:,Chcete-li atribut href souboru obrazu ve stejné složce jako soubor Xml vypadá následovně:,Atribut href pro obrazový soubor ve složce se souborem XML vypadá následovně:,Atribut href pro obrazový soubor ve stejné složce jako soubor XML vypadá následovně:,0.2857142857142857,smt,1,1_smt,0.2524382770061493|0.3912750780582428|0.3591260612010956|0.4653052091598511|0.36522260308265686
159,The Tools > Contribute > Open In Contribute menu is available for the Windows platform only.,Nástroje & gt; Contribute & gt; otevřít v Contribute nabídka je dostupná pouze pro okna platformy.,Nabídka Nástroje > Contribute > Otevřít v Contribute je dostupná jen na platformě Windows.,Nabídka nástroje > Contribute > otevřít v Contribute je dostupná pouze pro platformu Windows.,0.6,smt,1,1_smt,0.5239154100418091|0.6039792895317078|0.4509798586368561|0.6337947845458984|0.5458911657333374
160,"When you change the definition of a style, all of the text formatted with that style changes to match the new style definition.","Když změníte definici stylu, veškerý text formátovaný tímto stylem se změní podle nové definice stylu.","Když změníte definici stylu, veškerý text formátovaný tímto stylem se změní podle nové definice stylu.","Když změníte definici stylu, veškerý text formátovaný tímto stylem se změní podle nové definice stylu.",0.0,smt,1,1_smt,-0.016109410673379898|-0.007357439026236534|0.03198714181780815|0.034301530569791794|0.05285134166479111
161,Using shared library assets can optimize workflow and document asset management.,Pomocí sdílených položek knihoven může optimalizovat pracovní postup dokumentu a správy datových zdrojů.,Používání položek sdílených knihoven vám může pomoci optimalizovat postup práce a správu datových zdrojů dokumentu.,Pomocí sdílených položek knihoven lze optimalizovat řízení pracovního postupu a datových zdrojů.,0.3846153846153846,smt,1,1_smt,0.1488368958234787|0.2841278910636902|0.27343982458114624|0.3529106080532074|0.28392478823661804
162,"includes the WebServiceConnector component that lets you connect to remote web services, send and receive data, and bind results to components.","Obsahuje komponentu WebServiceConnector, která umožňuje připojit ke vzdáleným webovým službám, odeslat a přijímat data a navazovat výsledky na komponenty.","zahrnuje komponentu WebServiceConnector, která umožňuje připojovat se ke vzdáleným webovým službám, odesílat a přijímat data a navazovat výsledky ke komponentám.","obsahuje komponentu WebServiceConnector, která umožňuje připojovat se ke vzdáleným webovým službám, odesílat a přijímat data a navazovat výsledky ke komponentám.",0.217391304347826,smt,1,1_smt,0.04180694371461868|0.12354038655757904|0.1442740261554718|0.1603064388036728|0.1324215680360794
163,Navigate to the file whose library you want to open and click Open.,"Najděte soubor, jehož knihovny, kterou chcete otevřít, a klepněte na otevřít.","Vyhledejte soubor , jehož knihovnu chcete otevřít, a klepněte na Otevřít.","Najděte soubor, jehož knihovny chcete otevřít, a klepněte na otevřít.",0.1538461538461538,smt,1,1_smt,0.13933277130126953|0.23124273121356964|0.15876279771327972|0.3036220371723175|0.2356662005186081
164,"The PlayPauseButton, MuteButton, FullScreenButton, and CaptionButton buttons are set up differently than the other buttons; they have only one frame with two layers and no script.","Nástroj PlayPauseButton, MuteButton a CaptionButton FullScreenButton, tlačítka se nastavují jinak než ostatní tlačítka; mohou mít pouze jeden snímek se dvěma vrstvami a žádný skript.","Tlačítka PlayPauseButton, MuteButton, FullScreenButton a CaptionButton jsou nastavena jinak než ostatní tlačítka – mají pouze jeden snímek se dvěma vrstvami a žádný skript.","Tlačítka PlayPauseButton, MuteButton, FullScreenButton a CaptionButton se vytvářejí jinak než ostatní tlačítka; mají pouze jeden rámeček se dvěma vrstvami a žádný skript.",0.3076923076923077,smt,1,1_smt,0.14416293799877167|0.28039276599884033|0.18232329189777374|0.2831360101699829|0.22575925290584564
165,The parameter can have any name that is not a reserved word.,"Parametr může mít libovolný název, který není rezervované slovo.","Parametr může mít jakýkoliv název, který není vyhrazeným slovem.","Parametr může mít libovolný název, který není vyhrazeným slovem.",0.1818181818181818,smt,1,1_smt,0.051406655460596085|0.10705383121967316|0.10576769709587097|0.13195019960403442|0.12090267986059189
166,"The page in a frame appears, with updated content in the frame you edited.","Stránka se objeví v rámečku, přičemž aktualizuje obsah v rámečku, který jste upravili.","Zobrazí se stránka v rámci s aktualizovaným obsahem v rámci, který jste upravovali.","Zobrazí se stránka v rámečku, s aktalizovaným obsahem v rámečku, který jste upravili.",0.3125,smt,1,1_smt,0.13693703711032867|0.2733439803123474|0.21322624385356903|0.32682839035987854|0.24938708543777466
167,"In Layout view, you can view (or hide) a framework of grids and guides to show the position and alignment of objects.","V zobrazení rozvržení můžete zobrazit (nebo skrýt) rámec mřížky a vodítka, chcete-li zobrazit polohu a zarovnání objektů.",V zobrazení rozvržení můžete zobrazit (nebo skrýt) systém mřížek a vodítek a znázornit s jejich pomocí polohu a zarovnání objektů.,"Chcete-li zobrazit polohu a zarovnání objektů, můžete v zobrazení Rozvržení zobrazit (nebo skrýt) rámec mřížek a vodítek.",0.238095238095238,smt,1,1_smt,0.08922437578439713|0.20392031967639923|0.13833819329738617|0.25589922070503235|0.20244920253753662
168,3D motion requires that the FLA file target ActionScript 3.0 and Flash Player 10 in the publish settings.,"3 d pohybu vyžaduje, aby soubor Fla, program jazyka ActionScript 3.0 a přehrávač flash Player 10 v nastavení publikování.","Pro 3D pohyb je potřeba, aby byl soubor FLA v nastavení publikování nastavený na ActionScript 3.0 a Flash Player 10.","Pohyb 3D vyžaduje, aby byl soubor FLA v nastavení  publikování nastaven na ActionScript 3.0 a Flash Player 10.",0.45,smt,1,1_smt,0.4424199163913727|0.5461130738258362|0.39670267701148987|0.5677645206451416|0.501775860786438
169,Click to select the curve segment.,Klepnutím vyberte zakřivený segment.,Klepnutím vyberte zakřivený segment.,Klepnutím vyberte segment křivky.,0.4,smt,1,1_smt,-0.038438696414232254|-0.023791538551449776|0.015233958140015602|0.04439893364906311|0.040545471012592316
170,"Delivery of media is more secure, because media is not saved to the client’s cache when streamed.","Doručení médií je bezpečnější, protože média nejsou uloženy na klientské 's cache při přenášeny.","Zasílání médií je bezpečnější, protože se média při streamování neukládají do vyrovnávací paměti klientského počítače.","Doručení médií je bezpečnější, protože média nejsou při streamování uložena do vyrovnávací paměti klienta.",0.5,smt,1,1_smt,0.4584391117095947|0.5515649318695068|0.4822319447994232|0.6075384020805359|0.5433285236358643
171,"For more information, see Importing sounds .",Další informace najdete v tématu o importu zvuků.,Další informace viz Import zvuků .,Další informace najdete v tématu O importu zvuků.,0.0,smt,1,1_smt,0.09735903143882751|0.17653672397136688|0.12078044563531876|0.2478698194026947|0.20177428424358368
172,"To select all graphic styles that aren’t used in a document, choose Select All Unused from the Graphic Styles panel menu.","Chcete-li vybrat všechny grafické styly, které nejsou použité v dokumentu, zvolte vybrat všechny nepoužité v nabídce panelu grafické styly.","Chcete-li vybrat všechny grafické styly, které nejsou v dokumentu použité, zvolte možnost Vybrat všechny nepoužité z nabídky panelu Grafické styly.","Chcete-li vybrat všechny grafické styly, které nejsou použity v dokumentu, zvolte Vybrat všechny nepoužité v nabídce panelu Grafické styly.",0.0454545454545454,smt,1,1_smt,0.03570108115673065|0.08494160324335098|0.043189097195863724|0.1328357458114624|0.11519502103328705
173,"Untyped variables are variables that either lack any type annotation, or use the asterisk ( * ) symbol for type annotation.","Proměnné, které jsou proměnné bez typu buď chybí anotaci typu, nebo použijte symbol hvězdičky (*) pro anotaci typu.","Proměnné bez typu jsou ty, které nemají anotaci typu, nebo používají symbol hvězdičky (*) jako anotaci typu.",Netypové proměnné jsou proměnné bez anotace typu nebo proměnné s anotací typu symbolem hvězdičky (*).,0.7777777777777778,smt,1,1_smt,0.10244165360927582|0.23208607733249664|0.2464141547679901|0.24284394085407257|0.18182231485843658
174,"For example, applying a rotation followed by a translation gives a different result than applying the same translation followed by the same rotation.","Například při aplikování otočení, následovaný překlad poskytne jiný než aplikování stejného posunutí následované stejné otočení.",Například použití rotace a následný překlad vyvolá jiné výsledky než použití stejného překladu a poté stejné rotace.,Například otočení následované posunutím poskytne jiný výsledek než použití stejného posunutí následovaného stejným otočením.,0.6666666666666666,smt,1,1_smt,0.5147083401679993|0.6031021475791931|0.46597549319267273|0.6359199285507202|0.5672690272331238
175,Choose Panel Options in the Pages panel menu.,Zvolte volby panelu v nabídce panelu stránky.,Z nabídky panelu Stránky zvolte Volby panelu.,Zvolte Volby panelu v nabídce panelu Stránky.,0.0,smt,1,1_smt,0.005704977083951235|0.015539336018264294|0.07963648438453674|0.07374001294374466|0.07463477551937103
176,"To define the starting color of the gradient, click the left color stop under the gradient bar.","Chcete-li určit počáteční barvu přechodu, klepněte na levou zarážku barvy pod pruhem přechodu.","Chcete‑li určit počáteční barvu přechodu, klepněte na levou zarážku barvy pod pruhem přechodu.","Chcete-li určit počáteční barvu přechodu, klepněte na levou zarážku barvy pod pruhem přechodu.",0.0,smt,1,1_smt,-0.01961561292409897|0.009808918461203575|0.020555036142468452|0.05501670762896538|0.0690167024731636
177,You can then edit and add tags before you import the tagged text file.,"Pak můžete upravit a přidat tagy před tím, než budete importovat soubor s tagovaným textem.","Tagy pak můžete upravit a přidat předtím, než tagovaný text importujete zpět.",Pak můžete upravit a přidat tagy před importováním souboru s tagovaným textem.,0.4615384615384615,smt,1,1_smt,0.12379870563745499|0.2356223165988922|0.33425435423851013|0.25818362832069397|0.24249769747257233
178,"When you open an EPS file containing vector graphics, Photoshop rasterizes the image, converting the vector graphics to pixels.","Při otevírání souboru EPS, který obsahuje vektorové grafiky, Photoshop rastruje obraz, převedením vektorové grafiky na obrazové body.","Když otevřete soubor EPS obsahující vektorovou grafiku, Photoshop obraz rastruje a převede tak vektorovou grafiku na obrazové body.","Při otevírání souboru EPS, který obsahuje vektorovou grafiku, aplikace Photoshop rastruje obraz a převádí vektorovou grafiku na obrazové body.",0.3181818181818182,smt,1,1_smt,0.13218773901462555|0.237370103597641|0.23732784390449524|0.31743812561035156|0.25675854086875916
179,Double-click the Characters item in the Appearance panel.,Double-click znaky na položku v panelu vzhled.,Na panelu Vzhled poklepejte na položku Znaky.,Poklepejte na položku Znaky v panelu Vzhled.,0.25,smt,1,1_smt,0.1521621197462082|0.21732495725154877|0.3034355342388153|0.29306867718696594|0.24083630740642548
180,It creates the appearance that the image in the first frame evolves smoothly into the image in the second.,"To způsobí, že obraz vypadá v prvním snímku vyvolává efekt do obrazu v druhém.","Doplnění vytvoří vzhled, kde obraz v prvním snímku plynule přechází do obrazu ve druhém snímku.","To způsobí dojem, že obraz v prvním snímku se hladce prolne do obrazu v druhém snímku.",0.3333333333333333,smt,1,1_smt,0.2244432270526886|0.3482944369316101|0.2654038965702057|0.4102120101451874|0.3579072058200836
181,An arrow in a port indicates that the frame is linked to another frame.,"Šipka ve vstupním nebo výstupním bodu označuje, že snímek je spojen s jiným rámečkem.","Šipka v tomto bodu označuje, že je rámeček propojený s jiným rámečkem.","Šipka v portu označuje, že snímek je spojen s jiným snímkem.",0.4615384615384615,smt,1,1_smt,0.04667208716273308|0.13588334619998932|0.1361325979232788|0.19349224865436554|0.15552939474582672
182,The new extends keyword also simplifies the process of creating a subclass.,Nové klíčové slovo rozšiřuje také zjednodušuje proces vytvoření podtřídy.,Nové klíčové slovo extends také zjednodušuje proces vytváření podtřídy.,Nové klíčové slovo extends také zjednodušuje proces vytváření podtřídy.,0.2,smt,1,1_smt,0.04617299512028694|0.14102065563201904|0.16114987432956696|0.1960923820734024|0.17530673742294312
183,Type in the box to edit or add metadata.,"Zadáte do pole, které chcete upravit, nebo přidejte metadata.",Úpravy stávajících metadat nebo přidávání nových proveďte v poli.,"Zadejte do pole, chcete-li upravit nebo přidat metadata.",0.5,smt,1,1_smt,0.3673715591430664|0.4800499677658081|0.4046327471733093|0.48735350370407104|0.4518541991710663
184,"The default, sRGB IEC61966-2.1, is recognized by many output devices.","Výchozí, srgb IEC 61966 - 2.1, jsou rozpoznány mnohem výstupní zařízení.",Výchozí profil sRGB IEC61966-2.1 podporuje mnoho výstupních zařízení.,Výchozí profil sRGB IEC61966-2.1 je rozpoznán mnoha výstupními zařízeními.,1.0,smt,1,1_smt,0.5268842577934265|0.6416582465171814|0.685276985168457|0.656224250793457|0.6037663221359253
185,You can also use JavaScript on either platform.,Můžete také použít JavaScript na všech platformách.,Na obou platformách můžete také použít JavaScript.,JavaScript můžete také použít na obou platformách.,0.25,smt,1,1_smt,0.00025859056040644646|0.020008129999041557|0.0618545264005661|0.07225993275642395|0.06310149282217026
186,Click a slice to select it.,"Klepněte na řez, který chcete vybrat.",Klepnutím na řez ho vyberte.,"Klepněte na řez, který chcete vybrat.",0.0,smt,1,1_smt,0.053419072180986404|0.10293152928352356|0.18035373091697693|0.17030303180217743|0.14533579349517822
187,Select application settings.,Vyberte nastavení aplikace.,Vyberte nastavení aplikace.,Vyberte nastavení aplikace.,0.0,smt,1,1_smt,-0.05985479801893234|-0.05200136452913284|0.012367617338895798|-0.017002224922180176|0.017574027180671692
188,"This team is responsible for planning, designing, developing, testing, and publishing the website.","Tento tým je odpovědný za plánování, návrh, vývoj, testování a publikování na Web.","Tento tým je zodpovědný za plánování, návrh, vývoj, testování a publikování webu.","Tento tým je zodpovědný za plánování, návrh, vývoj, testování a publikování na Web.",0.0588235294117647,smt,1,1_smt,0.030408989638090134|0.06297395378351212|0.14780379831790924|0.113960862159729|0.11862695962190628
189,"If your organization has configured an identity search directory, click Search to locate certificates.","Pokud vaše organizace nakonfiguroval identitu hledání, klepněte na hledat, abyste našli certifikáty.","Pokud máte v organizaci nakonfigurován vyhledávací adresář identit, klepněte na Hledat a certifikáty vyhledejte.","Pokud má vaše organizace zkonfigurován adresář hledání identit, klepněte na Hledat a vyhledejte certifikáty.",0.4375,smt,1,1_smt,0.18134014308452606|0.3127745985984802|0.3060566782951355|0.34654849767684937|0.2964872717857361
190,You can enter any additional fields in the form of XML tags in the Dreamweaver template file.,Můžete zadat další pole ve formě tagy Xml v souboru předlohy Dreamweaveru.,Libovolná dodatečná pole můžete vložit do souboru s předlohou Dreamweaveru ve formě tagů XML.,Můžete zadat další pole ve formě tagů Xml do souboru předlohy aplikace Dreamweaver.,0.2857142857142857,smt,1,1_smt,0.17224040627479553|0.30437517166137695|0.18016180396080017|0.32624587416648865|0.2805076539516449
191,"To show the object, select Modify > Mask > Reveal All.","Chcete-li zobrazit panel objektu, vyberte změnit & gt; maska & gt; odkrýt vše.","Chcete-li objekt zobrazit, vyberte možnosti Změnit > Maska > Odkrýt vše.","Chcete-li zobrazit objekt, vyberte změnit > maska > odkrýt vše.",0.6666666666666666,smt,1,1_smt,0.3832208216190338|0.49504217505455017|0.44944852590560913|0.5258258581161499|0.4465630054473877
192,That listener could display an error message indicating that the proper number of characters must be entered.,"Posluchač může zobrazit chybovou zprávu, která označuje, že správný počet znaků, musí být zadána.","Tento posluchač může zobrazit chybovou zprávu s oznámením, že je třeba vložit dostatečný počet znaků.","Posluchač může zobrazit chybovou zprávu, která označuje, že je třeba zadat správný počet znaků.",0.2941176470588235,smt,1,1_smt,0.17983677983283997|0.298983097076416|0.33881205320358276|0.34674158692359924|0.2982562780380249
193,The QuickBooks templates are installed only with the English version of Acrobat.,"Aplikace QuickBooks jsou nainstalovány šablony jen v případě, že je anglická verze Acrobat.",Předlohy aplikace QuickBooks jsou instalovány pouze s anglickou verzí aplikace Acrobat.,Šablony QuickBooks jsou nainstalovány pouze s anglickou verzí aplikace Acrobat.,0.9090909090909092,smt,1,1_smt,0.22796566784381866|0.34294235706329346|0.4273512661457062|0.3962211310863495|0.32979822158813477
194,Draws shapes as separate objects that do not automatically merge together when overlaid.,"Kreslí tvary jako samostatné objekty, které se automaticky sloučí dohromady, když překryté.","Kreslí tvary jako samostatné objekty, které se automaticky neslučují, pokud se navzájem překrývají.","Nakreslí tvary jako samostatné objekty, které nebudou při překrytí automaticky sloučeny dohromady.",0.5714285714285714,smt,1,1_smt,0.2446463704109192|0.3598215878009796|0.197222039103508|0.4248359203338623|0.3779186010360718
195,Choose Edit > Preferences > Dictionary (Windows) or > Preferences > Dictionary (Mac OS).,Zvolte úpravy & gt; předvolby & gt; slovník (Windows) nebo & gt; předvolby & gt; slovník (Mac os).,Zvolte Úpravy > Předvolby > Slovník (Windows) nebo > Předvolby > Slovník (Mac OS).,"Zvolte úpravy > předvolby > slovník (Windows), nebo > předvolby > slovník (OS Mac).",0.75,smt,1,1_smt,0.5014608502388|0.6010692715644836|0.5030482411384583|0.5941470265388489|0.5566132068634033
196,Levels in a SWF file are not composited on print output.,Úrovně v souboru SWF nejsou spolupostuloval na tiskový výstup.,Úrovně v souboru SWF se v tištěném výstupu neslučují.,Úrovně v souboru SWF nejsou při tiskovém výstupu složené.,0.4,smt,1,1_smt,0.2658834457397461|0.3819347620010376|0.34786751866340637|0.444448322057724|0.36367619037628174
197,The tags that remain from a deleted or replaced page don’t connect to any content in the document.,"Tagy, které zůstávají z odstraněna nebo nahrazena stránka nepřipojovat k veškerý obsah v dokumentu.","Tagy, které zbyly po odstraněných nebo nahrazených stránkách, nemají vazbu na žádný obsah v dokumentu.","Tagy, které zůstanou po odstraněné nebo nahrazené stránce, nejsou spojeny s žádným obsahem dokumentu.",0.6470588235294118,smt,1,1_smt,0.48238593339920044|0.6213141679763794|0.45426201820373535|0.6399697065353394|0.5717237591743469
198,"In the Document Properties dialog box, click Initial View.","V dialogovém okně vlastnosti dokumentu, klepněte na počáteční pohled.",V dialogovém okně Vlastnosti dokumentu klepněte na Počáteční zobrazení.,V dialogovém okně Vlastnosti dokumentu klepněte na Počáteční pohled.,0.1,smt,1,1_smt,0.04768386855721474|0.10475481301546097|0.0895933210849762|0.18051527440547943|0.13500623404979706
199,Then Alt-drag (Windows) or Option-drag (Mac OS) the selected path.,Pak Alt-drag (Windows) nebo Option-drag (Mac os) klepněte na vybranou cestu.,Pak přetáhněte vybranou cestu se stisknutou klávesou Alt.,Pak táhněte vybranou cestu se stisknutou klávesou Alt (Windows) nebo klávesou volby (Mac).,0.6111111111111112,smt,1,1_smt,0.2635846436023712|0.4107860028743744|0.37155184149742126|0.39724695682525635|0.3161839246749878
200,"Double-click the layer, outside the layer name or thumbnail.","Double-click tuto vrstvu, mimo název vrstvy nebo miniatury.","Poklepejte na vrstvu, mimo název vrstvy nebo miniaturu.","Poklepejte na tuto vrstvu, a to vně názvu vrstvy nebo vně miniatury.",0.5,smt,2,2_smt,0.16616567969322205|0.2539547085762024|0.22016705572605133|0.3316950500011444|0.2561003565788269
201,The directory server appears in the Security Settings dialog box.,Adresářový server se objeví v dialogovém okně nastavení zabezpečení.,Adresářový server se objeví v dialogovém okně Nastavení zabezpečení.,Adresářový server se zobrazí v dialogovém okně Nastavení zabezpečení.,0.1,smt,2,2_smt,0.05824781581759453|0.13674917817115784|0.02965664677321911|0.2120344042778015|0.15527504682540894
202,"Smart Guides for swift, accurate positioning and measurement of guides and elements on the canvas: heads-up display lets you know where you are on the canvas as you drag guides in place.","Automatická vodítka pro rychlou, přesné umístění a měření vodítek a prvků na plátně: heads-up zobrazení, kde jste na plátně při tažení vodítek na místě.","Inteligentní vodítka pro hbité a přesné umisťování vodítek a prvků na kreslicích plátnech a měření jejich rozměrů: z pohotového zobrazení poznáte, kdy se při přetahování vodítek dostanete na kreslicí plátno.","Automatická vodítka pro rychlé a přesné umístění a měření vodítek a prvků na plátně: pohotové zobrazení vám při tažení vodítek na místo sdělí, kde jste na plátně.",0.2666666666666666,smt,2,2_smt,0.3503515124320984|0.4846874177455902|0.3679482638835907|0.4860530495643616|0.4573656916618347
203,Click the Stroke Path button at the bottom of the Paths panel.,Klepněte na tlačítko vytáhnout cestu dole v panelu cesty.,Klepněte na tlačítko Vytáhnout cestu dole v panelu Cesty.,Klepněte na tlačítko vytáhnout cestu dole v panelu cesty.,0.0,smt,2,2_smt,-0.017221663147211075|0.008857243694365025|0.015286738984286785|0.067973792552948|0.07381238043308258
204,You can export the data from the whole Model Tree or a selected node.,Můžete exportovat data z celého stromu modelu nebo vybraného uzlu.,Data můžete exportovat z celého Stromu modelu nebo z vybraného uzlu.,Data můžete exportovat z celé položky Strom modelu nebo z vybraného uzlu.,0.3846153846153846,smt,2,2_smt,0.020382968708872795|0.038973256945610046|0.04772438853979111|0.10407077521085739|0.09748480468988419
205,Click the contour thumbnail in the Layer Style dialog box.,Klepněte na miniaturu obrysu v dialogovém okně styl vrstvy.,Klepněte na miniaturu profilu okraje v dialogovém okně Styl vrstvy.,Klepněte na miniaturu obrysu v dialogovém okně styl vrstvy.,0.0,smt,2,2_smt,0.08146028220653534|0.16301506757736206|0.041646067053079605|0.26068347692489624|0.1834937483072281
206,"Tagging during conversion can also properly tag the links, cross-references, bookmarks, and alternate text (when available) that are in the file.","Tagování v průběhu převodu může také správně tagovat vazby, cross-references, záložky, a alternativní text (pokud je dostupný), které jsou v souboru.","Tagování v průběhu převodu umožňuje také správně tagovat vazby, křížové odkazy, záložky a alternativní text (když je k dispozici), které jsou v souboru.","Tagování v průběhu převodu může také správně otagovat odkazy, křížové odkazy, záložky a alternativní text (pokud je dostupný), které jsou v souboru.",0.1785714285714285,smt,2,2_smt,0.13225792348384857|0.2381795197725296|0.13613836467266083|0.27167508006095886|0.22850529849529266
207,Set the vertical and horizontal distortion using an absolute or relative amount.,Nastavte svislé a vodorovné deformace pomocí absolutní nebo relativní výše.,Nastavte míru vodorovné a svislé deformace pomocí absolutní nebo relativní hodnoty.,Nastavte svislé a vodorovné deformace pomocí absolutní nebo relativní výše.,0.0,smt,2,2_smt,0.012519201263785362|0.0571880117058754|0.11452573537826538|0.13990555703639984|0.10253199189901352
208,Triggers the action when the mouse button is pressed down over an element.,"Spustí akci, když stisknete tlačítko myši přes element.","Spustí akci, když se tlačítko myši stiskne nad elementem.","Spustí akci, když je stisknuto tlačítko myši nad prvkem.",0.3636363636363636,smt,2,2_smt,0.07334718108177185|0.16181719303131104|0.2270280420780182|0.20986780524253845|0.16047458350658417
209,You can import an SWF file as a movie file.,Můžete importovat soubor SWF jako soubor filmu.,Soubor SWF můžete importovat jako soubor filmu.,Můžete importovat soubor SWF jako filmový soubor.,0.25,smt,2,2_smt,0.02696911245584488|0.04705177992582321|0.04811054468154907|0.12021756917238235|0.09085359424352646
210,Flash Player requires policy files to be transmitted using the same protocol that the attempted connection wants to use.,"Flash Player vyžaduje soubory zásad, které mají být přenášeny s použitím stejného protokolu, který chce použít pokus o připojení.","Přehrávač Flash Player vyžaduje soubory zásad používající stejný protokol, který chce připojení použít.","Flash Player vyžaduje soubory zásad, které musejí být přeneseny pomocí stejného protokolu, který chce použít daný pokus o spojení.",0.2727272727272727,smt,2,2_smt,0.25160181522369385|0.3665798008441925|0.2862304449081421|0.44328898191452026|0.3440198302268982
211,"Because saved commands are not document‑specific, you can use them in any Fireworks document.","Protože uložené příkazy nejsou document-specific, můžete je použít v libovolném dokumentu Fireworks.","Protože se uložené příkazy nevztahují ke konkrétním dokumentům, můžete je použít v libovolném dokumentu Fireworks.","Protože uložené příkazy nejsou specifické pro jendotlivé dokumenty, můžete je použít v libovolném dokumentu Fireworks.",0.2352941176470588,smt,2,2_smt,0.07125401496887207|0.1317446529865265|0.16215530037879944|0.17966245114803314|0.14465036988258362
212,"To add content to the current selection, Shift-click the content you want to add.","Chcete-li přidat obsah k aktuálnímu výběru, Shift-click obsah, který chcete přidat.","Chcete-li obsah přidat k současnému výběru, podržte Shift a klepněte na obsah, který chcete přidat.","Chcete-li přidat obsah k aktuálnímu výběru, se stisknutou klávesou Shift klepněte na obsah, který chcete přidat.",0.3157894736842105,smt,2,2_smt,0.11102191358804703|0.19617034494876862|0.17305785417556763|0.24674972891807556|0.1869886964559555
213,"If you are an advanced user who knows HTML, you can create a new style or customize a style by editing a set of HTML template files.","Pokročilí uživatelé, kteří znají HTML, můžete vytvořit nový styl nebo styl pomocí úpravy přizpůsobit sadu souborů HTML předloh.","Pokud jste pokročilý uživatel a znáte HTML, můžete vytvořit nový styl nebo styl přizpůsobit úpravou sady souborů předloh HTML.","Jste-li pokročilým uživatelem, který zná HTML, můžete vytvořit nový styl nebo si určitý styl přizpůsobit úpravou sady HTML předloh.",0.4545454545454545,smt,2,2_smt,0.1765054613351822|0.2741773724555969|0.2698863744735718|0.3199060261249542|0.2651517391204834
214,"To verify your digital ID, others who view your document must have the public certificate from your digital ID.","Chcete-li zkontrolovat svůj digitální identifikátor, jiní uživatelé, kteří zobrazení dokumentu musí mít veřejný certifikát z vašeho digitálního identifikátoru.","Aby bylo možné váš digitální identifikátor ověřit, musí ostatní uživatelé, kteří si prohlížejí váš dokument, vlastnit veřejný certifikát vašeho digitálního identifikátoru.","Pro ověření vašeho digitální identifikátor musí mít ostatní uživatelé, kteří si prohlížejí váš dokument, veřejný certifikát z vašeho digitálního identifikátoru.",0.4782608695652174,smt,2,2_smt,0.2502169609069824|0.3993602693080902|0.330919474363327|0.4360240399837494|0.3947737514972687
215,"For an overview of these classes, see Advantages of the display list approach.","Pro přehled z těchto tříd, viz výhody přístupu seznamu zobrazení.",Přehled těchto tříd naleznete v části Výhody přístupu seznamu zobrazení.,"Pro přehled těchto tříd, viz Výhody seznamu zobrazení.",0.2,smt,2,2_smt,0.19063888490200043|0.3288819491863251|0.3400796353816986|0.38350552320480347|0.31588032841682434
216,"Click Apply to preview your changes, or click OK to apply changes and close the dialog box.","Klepněte na aplikovat, chcete-li zobrazit náhled své změny, nebo klepněte na OK, abyste aplikovali změny a zavřete dialogové okno.","Klepněte na Aplikovat, abyste si prohlédli náhled svých změn, nebo klepněte na OK, abyste aplikovali změny a zavřeli dialogové okno.","Klepněte na možnost Aplikovat, chcete-li zobrazit náhled své změny, nebo klepněte na OK, abyste aplikovali změny a zavřete dialogové okno.",0.0416666666666666,smt,2,2_smt,0.021479465067386627|0.06273224204778671|0.07852553576231003|0.11177241802215576|0.09564857184886932
217,"Any transformations on the graphics included in the assignment, such as moving, scaling, rotating, or shearing.","Všechny transformace na grafické součástí úlohy, například přemístění, změnu velikosti, otočení nebo zkosení.","Všechny transformace grafiky v úloze, jako je posunutí, změna měřítka, otočení nebo zkosení.","Všechny transformace na grafických prvcích zahrnutých do úlohy, například přemístění, změna velikosti, otočení nebo střihání.",0.3157894736842105,smt,2,2_smt,0.13787588477134705|0.26301881670951843|0.24737386405467987|0.32544440031051636|0.26974576711654663
218,"If the email contains a URL, click the URL or type the URL in the address box of a browser.","Pokud e-mailová adresa URL obsahuje, klepněte na adresu URL nebo zadejte adresu URL do pole adresy v prohlížeči.","Pokud e-mail obsahuje adresu URL, klepněte na ni nebo ji zadejte do pole adresy v prohlížeči.","Pokud e-mailová adresa URL obsahuje, klepněte na adresu URL nebo zadejte adresu URL do pole adresy v prohlížeči.",0.0,smt,2,2_smt,0.04605003818869591|0.09465448558330536|0.12314587086439133|0.12818947434425354|0.10470936447381973
