index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
420,Pioglitazone and all active metabolites are extensively bound to plasma protein (> 99%).,Pioglitazons un visi aktīvie metabolīti plaši saistās ar plazmas olbaltumvielām (> 99%).,Pioglitazons un visi aktīvie metabolīti plaši saistās ar plazmas olbaltumiem (> 99%).,Pioglitazons un visi aktīvie metabolīti plaši saistās ar plazmas olbaltumvielām (> 99%).,0.0,nmt,3,3_nmt,-0.07977854460477829|-0.062400445342063904|0.011031638830900192|-0.03090367093682289|0.013387460261583328
421,"Non-clinical data reveal no special hazard for humans based on conventional studies of safety pharmacology, single dose toxicity, repeated dose toxicity and toxicity to reproduction.","Neklīniskajos standartpētījumos iegūtie dati par farmakoloģisko drošību, atsevišķu devu toksicitāti, atkārtotu devu toksicitāti un toksisku ietekmi uz reproduktivitāti neliecina par īpašu risku cilvēkam.","Neklīniskajos standartpētījumos iegūtie dati par farmakoloģisko drošumu, atsevišķu devu toksicitāti, atkārtotu devu toksicitāti un toksisku ietekmi uz reproduktivitāti neliecina par īpašu risku cilvēkam.","Neklīniskajos standartpētījumos iegūtie dati par farmakoloģisko drošību, atsevišķu devu toksicitāti, atkārtotu devu toksicitāti un toksisku ietekmi uz reproduktivitāti neliecina par īpašu risku cilvēkam.",0.0,nmt,3,3_nmt,-0.03850364312529564|0.014064502902328968|0.02496732771396637|0.050189483910799026|0.06990215182304382
422,"In general, febuxostat pharmacokinetic parameters estimated by these analyses are consistent with those obtained from healthy subjects, indicating that healthy subjects are representative for pharmacokinetic/pharmacodynamic assessment in the patient population with gout.","Kopumā febuksostata farmakokinētiskie parametri, kas pēc šīm analīzēm atbilst šiem cilvēkiem, atbilst tiem, kas iegūti ar veseliem indivīdiem, kas liecina, ka veseliem cilvēkiem ir izmantoti farmakokinētikas/farmakodinamikas novērtējums pacientu populācijā ar podagru.","Kopumā šajās analīzēs konstatētie febuksostata farmakokinētiskie parametri atbilda tiem, kas tika iegūti, apsekojot veselus subjektus, tātad veseli subjekti ļauj spriest par zāļu farmakokinētiku/farmakodinamiku podagras slimnieku organismā.","Kopumā febuksostata farmakokinētiskie parametri, kas noteikti šajās analīzēs, atbilst tiem, kas iegūti ar veseliem indivīdiem, un tas liecina, ka veseli cilvēki atspoguļo farmakokinētikas/farmakodinamikas novērtējumu ar podagru sirgstošo pacientu populācijā.",0.4324324324324324,nmt,3,3_nmt,0.12759505212306976|0.25559401512145996|0.3301895260810852|0.27654820680618286|0.2681359648704529
423,These substitutions were correlated with varying levels of reduced enfuvirtide susceptibility in HIV site- directed mutants.,"Šīs substitūcijas korelēja ar dažādu pacientu skaitu, kam bija pazemināta enfuvirtīda jutība attiecībā PRET HIV lokalāros mutantiem.",Šīs substitūcijas korelēja ar dažāda līmeņa samazinātu jutību pret enfuvirtīdu HIV noteiktas vietas mutantiem.,Šīs substitūcijas korelēja ar dažādu pazemināta enfuvirtīda jutības līmeni attiecībā pret HIV noteiktas vietas mutantiem.,0.5625,nmt,3,3_nmt,0.1203354075551033|0.27016735076904297|0.25267452001571655|0.3131439983844757|0.26497340202331543
424,Draw into the syringe the same amount of air as the dose of insulin you are going to inject.,Ievelciet šļircē Jums nepieciešamajai insulīna devai atbilstošu gaisa daudzumu.,Ievelciet šļircē insulīna devai atbilstošu gaisa daudzumu.,Ievelciet šļircē Jums nepieciešamajai insulīna devai atbilstošu gaisa daudzumu.,0.0,nmt,3,3_nmt,-0.04554559290409088|-0.019338486716151237|0.016625437885522842|0.05428561568260193|0.07347879558801651
425,"However, it is not considered likely that NeoSpect will affect your ability to drive or to operate machinery.","Tomēr pastāv uzskats, ka NeoSpect ietekmēs Jūsu spēju vadīt transportlīdzekļus vai apkalpot mehānismus.","Taču tiek uzskatīts, ka NeoSpect neietekmē spēju vadīt transportu vai strādāt ar mehānismiem.","Tomēr netiek uzskatīts, ka NeoSpect ietekmē jūsu spēju vadīt transportlīdzekļus vai apkalpot mehānismus.",0.2,nmt,3,3_nmt,0.027027929201722145|0.1326030045747757|0.04829978942871094|0.1642686426639557|0.14288859069347382
426,"Ovarian overstimulation may develop into a medical condition called ovarian hyperstimulation syndrome (OHSS), which can be a serious medical problem.","Olnīcu stimulācija var attīstīties medicīnisks stāvoklis, ko sauc par olnīcu hiperstimulācijas sindromu (OHSS), kas var būt nopietnas medicīniskas sekas.","Pārmērīga olnīcu stimulācija var izvērsties medicīniskā traucējumā, ko sauc par olnīcu hiperstimulācijas sindromu (OHSS), kas var būt būtiska medicīniska problēma.","Olnīcu pārmērīga stimulācija var attīstīties par medicīnisku stāvokli, ko sauc par olnīcu hiperstimulācijas sindromu (OHSS), kas var būt nopietna medicīniska problēma.",0.2692307692307692,nmt,3,3_nmt,0.037381697446107864|0.10891719907522202|0.10371533036231995|0.16907081007957458|0.14643235504627228
427,Intensified blood glucose control and monitoring of pregnant women with diabetes are recommended throughout pregnancy and when contemplating pregnancy.,"Ieteicama pastiprināta glikozes līmeņa asinīs kontrole un grūtniecības kontrole ar cukura diabētu grūtniecības laikā un tad, ja plāno grūtniecību.","Tādēļ sievietēm ar diabētu ieteicama pastiprināta glikozes līmeņa asinīs kontrole un uzraudzība visu grūtniecības laiku un tad, ja plāno grūtniecību.","Ieteicama pastiprināta ar diabētu slimojošu grūtnieču glikozes līmeņa asinīs kontrole un novērošana grūtniecības laikā un tad, ja plāno grūtniecību.",0.2857142857142857,nmt,3,3_nmt,0.0015169116668403149|0.09419114142656326|0.16803358495235443|0.1419667750597|0.13175633549690247
428,"If you have the impression that the effect of ADVATE is insufficient, talk to your doctor.","Ja Jums šķiet, ka ADVATE iedarbība ir nepietiekama, konsultējieties ar ārstu.","Ja Jums šķiet, ka ADVATE iedarbība ir nepietiekama, konsultējieties ar ārstu.","Ja Jums šķiet, ka ADVATE iedarbība ir nepietiekama, konsultējieties ar ārstu.",0.0,nmt,3,3_nmt,-0.06296270340681076|-0.05818450450897217|0.01100564282387495|-0.013206301257014275|0.0278236735612154
429,"In mice, estrogens induce ovarian and testicular tumours as well as hyperostosis and osteosarcomas.","Pelēm estrogēni izraisa olnīcu un sēklinieku audzējus, kā arī hiperostozi un osteosarkomu.","Pelēm estrogēni izraisa olnīcu un sēklinieku audzējus, kā arī hiperostozi un osteosarkomas.","Pelēm estrogēni izraisa olnīcu un sēklinieku audzējus, kā arī hiperostozi un osteosarkomu.",0.0,nmt,3,3_nmt,-0.04387164115905762|-0.011561622843146324|0.015042904764413834|0.03854922205209732|0.05409035086631775
430,You can go outdoors after dusk.,Pēc tās iziešanas laikā Jūs varat aprīties.,Pēc krēslas iestāšanās drīkst iziet laukā.,Pēc krēslas iestāšanās varat doties ārpus telpām.,0.75,nmt,3,3_nmt,0.20303210616111755|0.36663979291915894|0.5507364273071289|0.4043940603733063|0.368993878364563
431,ABILIFY orodispersible tablets contain lactose.,ABILIFY mutē disperģējamās tabletes satur laktozi.,ABILIFY mutē disperģējamās tabletes satur laktozi.,ABILIFY mutē disperģējamās tabletes satur laktozi.,0.0,nmt,3,3_nmt,-0.0636645033955574|-0.05188063532114029|0.01477390993386507|-0.010000716894865036|0.02091202326118946
432,You should not have more than 3 injections in a 24 hour period and if you require more than,"Jūs nedrīkstat saņemt vairāk par 3 injekcijām 24 stundu laikā un, ja ir vajadzīga vairāk nekā",24 stundu laikā nedrīkst saņemt vairāk par 3 injekcijām; ja mēnesī Jums nepieciešams vairāk,"Jūs nedrīkstat saņemt vairāk par 3 injekcijām 24 stundu laikā un, ja ir vajadzīgas vairāk nekā",0.0588235294117647,nmt,3,3_nmt,0.04551682621240616|0.09684409201145172|0.11623848974704742|0.15450744330883026|0.13010793924331665
433,Efficib 50 mg/850 mg film-coated tablets,Efficib 50 mg/850 mg apvalkotās tabletes,Efficib 50 mg/850 mg apvalkotās tabletes,Efficib 50 mg/850 mg apvalkotās tabletes,0.0,nmt,3,3_nmt,-0.06140078604221344|-0.05788817256689072|0.012149041518568993|-0.03909939154982567|-0.001570422202348709
434,"Very common: injection site swelling, injection site pain, injection site induration, injection site redness, fatigue, malaise and shivering","Ļoti bieži: tūska injekcijas vietā, sāpes injekcijas vietā, sacietējums injekcijas vietā, apsārtums injekcijas vietā, nogurums, savārgums un drebuļi","Ļoti bieži: pietūkums injekcijas vietā, sāpes injekcijas vietā, sacietējums injekcijas vietā, apsārtums injekcijas vietā, nogurums, savārgums un drebuļi","Ļoti bieži: tūska injekcijas vietā, sāpes injekcijas vietā, sacietējums injekcijas vietā, apsārtums injekcijas vietā, nogurums, savārgums un drebuļi",0.0,nmt,3,3_nmt,-0.06598791480064392|-0.04563669115304947|0.015268919989466667|-0.0053597562946379185|0.026218507438898087
435,Limited data suggest that race does not have any major influence on vildagliptin pharmacokinetics.,"Ierobežoti dati liecina, ka rasei nav būtiskas ietekmes uz vildagliptīna farmakokinētiku.","Ierobežots daudzums datu liecina, ka rasei nav būtiskas ietekmes uz vildagliptīna farmakokinētiku.","Ierobežoti dati liecina, ka rasei nav būtiskas ietekmes uz vildagliptīna farmakokinētiku.",0.0,nmt,3,3_nmt,-0.042483631521463394|-0.0031113792210817337|0.019913561642169952|0.03800969198346138|0.05937662720680237
436,If additional dose reduction required,Ja nepieciešama papildu devas samazināšana,Ja nepieciešama devas papildu samazināšana,Ja nepieciešama papildu devas samazināšana,0.0,nmt,3,3_nmt,-0.10311421006917953|-0.09450305998325348|0.01087939739227295|-0.05612150579690933|-0.01536090113222599
437,3 vials and 3 ampoules,3 flakoni un 3 am pulas.,3 flakoni un 3 ampulas.,3 flakoni un 3 ampulas,0.6,nmt,3,3_nmt,0.05085066705942154|0.10065632313489914|0.23559990525245667|0.14683479070663452|0.11455649137496948
438,Most patients had relief of symptoms after stopping treatment.,Lielākai daļai pacientu simptomi pārgāja pēc ārstēšanas pārtraukšanas.,Lielākai daļai pacientu simptomi pārgāja pēc terapijas pārtraukšanas.,Vairākumam pacientu simptomi pārgāja pēc ārstēšanas pārtraukšanas.,0.25,nmt,3,3_nmt,-0.06674756854772568|-0.04108334332704544|0.012652422301471233|0.006169645581394434|0.03995910659432411
439,A dose reduction in patients with bilirubin >2 ULN must be considered since paclitaxel clearance is decreased in patients with high bilirubin levels (see section 5.2).,"Pacientiem ar bilirubīna līmeni > 2 ANR samazinās devas samazinājums, jo paklitaksela klīrenss ir samazināts pacientiem ar augstu bilirubīna līmeni (skatīt apakšpunktu 5. 2).","Ja pacienta bilirubīna līmenis ir >2 ULN, jālemj par devas samazināšanu, jo pacientiem ar augstu bilirubīna līmeni ir palēnināts paklitaksela klīrenss (skatīt 5.2. apakšpunktu).","Pacientiem, kuriem bilirubīna līmenis ir >2 NAR, jāapsver devas samazinājums, jo paklitaksela klīrenss ir samazināts pacientiem ar augstu bilirubīna līmeni (skatīt 5.2. apakšpunktu).",0.3666666666666666,nmt,3,3_nmt,0.0722450390458107|0.16356903314590454|0.2819196283817291|0.21230751276016235|0.1654854267835617
440,Sitagliptin is secreted in considerable amounts into the milk of lactating rats (milk/plasma ratio: 4:1).,Sitagliptīns izdalās žurku pienā zīdīšanas laikā (piena/plazmas attiecība: 4: 1).,Sitagliptīns izdalās nozīmīgā daudzumā žurku mātīšu pienā (attiecība pienā/plazmā 4:1).,Sitagliptīns ievērojamā daudzumā izdalās žurku pienā zīdīšanas laikā (piena/plazmas attiecība: 4:1).,0.1052631578947368,nmt,3,3_nmt,0.00695131765678525|0.0846688523888588|0.03280854970216751|0.1222352609038353|0.1252492517232895
441,Galvus is used to treat adult patients with type 2 diabetes.,"Galvus lieto, lai ārstētu pieaugušus pacientus ar 2. tipa diabētu.","Galvus lieto, lai ārstētu pieaugušos pacientus ar 2. tipa cukura diabētu.","Galvus lieto, lai ārstētu pieaugušus pacientus ar 2. tipa diabētu.",0.0,nmt,3,3_nmt,-0.049743156880140305|-0.0374283641576767|0.01223186869174242|0.017352983355522156|0.038280174136161804
442,Patients in both study arms were fully supplemented with folic acid and vitamin B12.,Pacienti abās pētījuma grupās saņēma pilnīgu papildterapiju ar folskābi un vitamīnu.,Pacienti abās pētījuma grupās saņēma pilnu papildterapiju ar folskābi un B12 vitamīnu.,Pacienti abās pētījuma grupās saņēma pilnīgu papildterapiju ar folskābi un vitamīnu B12.,0.0769230769230769,nmt,3,3_nmt,-0.06513693183660507|-0.04187328368425369|0.02621612511575222|0.013901690021157265|0.03383307158946991
443,Do not use this medicine after the expiry date which is stated on the label.,"Nelietot šīs zāles pēc derīguma termiņa beigām, kas norādīts uz etiķetes.","Nelietot šīs zāles pēc derīguma termiņa beigām, kas norādīts uz iepakojuma.","Nelietot šīs zāles pēc derīguma termiņa beigām, kas norādīts uz etiķetes.",0.0,nmt,3,3_nmt,-0.05774741247296333|-0.04437475651502609|0.009649948216974735|-0.004455808084458113|0.031328633427619934
444,Efient should be initiated with a single 60 mg loading dose and then continued at 10 mg once a day.,"Efient jāsāk lietot ar vienu 60 mg piesātinošo devu, pēc tam lietojot 10 mg devu vienreiz dienā.","Efient jāsāk lietot ar vienreizēju 60 mg piesātinošo devu, pēc tam lietojot 10 mg vienreiz dienā.","Efient jāsāk lietot ar vienu 60 mg piesātinošo devu, pēc tam lietojot 10 mg devu vienreiz dienā.",0.0,nmt,3,3_nmt,-0.020067758858203888|0.003489593043923378|0.022267866879701614|0.051548272371292114|0.06234631687402725
445,OUTER CARTON (BAXJECT II DEVICE),KASTĪTE (BAXJECT II IERĪCE),ĀRĒJĀ KĀRBIŅA (BAXJECT II IERĪCE),ĀRĒJAIS IEPAKOJUMS (BAXJECT II IERĪCE),0.2857142857142857,nmt,3,3_nmt,0.051018960773944855|0.11741418391466141|0.06268025189638138|0.13699300587177277|0.160782128572464
446,Always use this medicine exactly as your doctor has told you.,"Vienmēr lietojiet šīs zāles tieši tā, kā ārsts Jums stāstījis.",Vienmēr lietojiet šīs zāles saskaņā ar ārsta norādījumiem.,"Vienmēr lietojiet šīs zāles tieši tā, kā ārsts Jums stāstījis.",0.0,nmt,3,3_nmt,0.013445274904370308|0.07012121379375458|0.030252542346715927|0.0883803591132164|0.10263390839099884
447,No dose adjustment is necessary for either medicinal product when abacavir is administered in combination with amprenavir.,"Izmantojot abakavira un amprenavira kombināciju, nevienam no abiem medikamentiem devas pielāgošana nav nepieciešama.","Izmantojot abakavira un amprenavira kombināciju, nevienam no abiem medikamentiem devas pielāgošana nav nepieciešama.","Izmantojot abakavīra un amprenavīra kombināciju, nevienam no abiem medikamentiem devas pielāgošana nav nepieciešama.",0.1333333333333333,nmt,3,3_nmt,-0.044159695506095886|-0.032797686755657196|0.014483772218227386|0.014769995585083961|0.03357020765542984
448,"When blood glucose concentrations are normal or elevated, GLP-1 and GIP increase insulin synthesis and release from pancreatic beta cells.","Ja glikozes koncentrācija asinīs ir normāls vai paaugstināts, GLP - 1 un GIP palielina insulīna sintēzi un izdalīšanos no aizkuņģa dziedzera beta šūnām.","Ja glikozes koncentrācija asinīs ir normāla vai palielināta, GLP-1 un GIP palielina insulīna sintēzi un izdalīšanos no aizkuņģa dziedzera beta šūnām.","Ja glikozes koncentrācija asinīs ir normāla vai paaugstināta, GLP-1 un GIP palielina insulīna sintēzi un izdalīšanos no aizkuņģa dziedzera beta šūnām.",0.217391304347826,nmt,3,3_nmt,0.007718089502304792|0.10114669054746628|0.1278732866048813|0.12432285398244858|0.11878000944852829
449,The possibility of experiencing gastrointestinal symptoms (see section 4.8) may increase when orlistat is taken with an individual meal or a diet high in fat.,"Lietojot orlistatu vienlaikus ar ēdienu vai ar zemu tauku saturu, iespējama kuņģa - zarnu trakta simptomu rašanās iespēja (skatīt 4.8. apakšpunktu).","Gastrointestinālo simptomu rašanās iespējamība (skatīt 4.8. apakšpunktu) var palielināties, ja orlistatu lieto katrā ēdienreizē vai kopā ar stipri treknu uzturu.","Lietojot orlistatu katrā ēdienreizē vai kopā ar ļoti treknu uzturu, var palielināties kuņģa - zarnu trakta simptomu rašanās iespējamība (skatīt 4.8. apakšpunktu).",0.3846153846153846,nmt,3,3_nmt,0.05903767794370651|0.17891418933868408|0.2377692610025406|0.19800588488578796|0.17291121184825897
450,Clinical efficacy and safety in men,Klīniskā efektivitāte un drošums vīriešiem,Klīniskā efektivitāte un drošums vīriešiem,Klīniskā efektivitāte un drošums vīriešiem,0.0,nmt,3,3_nmt,-0.10129759460687637|-0.08275821059942245|0.010312660597264767|-0.028974369168281555|0.0016476437449455261
451,"Rare side effects, that affect less than 1 per 1000, that have occurred in patients on ACOMPLIA","Reti sastopamas blakusparādības, kas skar mazāk nekā 1 no 1000 pacientiem un kas novērotas,","Reti sastopamas blakusparādības, kas skar mazāk nekā 1 no 1000 pacientiem un kas novērotas, lietojot","Reti sastopamas blakusparādības, kas skar mazāk nekā 1 no 1000 ACOMPLIA pacientiem",0.3846153846153846,nmt,3,3_nmt,-0.026880159974098206|0.028017085045576096|0.09547511488199234|0.06860445439815521|0.07036720961332321
452,Sodium citrate L-methionine Polysorbate 20,Nātrija citrāts L - metionīns polisorbāts 20,Nātrija citrātu L-metionīnu Polisorbātu 20,Nātrija citrāts L - metionīns Polisorbāts 20,0.0,nmt,3,3_nmt,0.0023632613010704517|0.056752584874629974|0.27763471007347107|0.12123961001634598|0.08344925194978714
453,A dose should not be selected and/or the injection button should not be pressed without a needle attached.,"Devas un/vai injicēšanas pogu nedrīkst mainīt, ja nav piestiprināta adata.","Ja adata nav piestiprināta, nedrīkst iestatīt devu un/vai spiest injekcijas pogu.","Devas nedrīkst iestatīt un/vai injicēšanas pogu nedrīkst nospiest tad, ja nav uzlikta adata.",0.2941176470588235,nmt,3,3_nmt,0.01668223738670349|0.08398298919200897|0.08497972041368484|0.12468726187944412|0.12540103495121002
454,"The active substance of Galvus, vildagliptin, belongs to a group of medicines called “oral antidiabetics”.","Galvus aktīvā viela vildagliptīns pieder zāļu grupai, ko sauc par “perorāliem pretdiabēta līdzekļiem”.","Galvus aktīvā viela vildagliptīns pieder zāļu grupai, ko sauc par “perorāliem pretdiabēta līdzekļiem”.","Galvus aktīvā viela vildagliptīns pieder zāļu grupai, ko sauc par “perorāliem pretdiabēta līdzekļiem”.",0.0,nmt,3,3_nmt,-0.08677689731121063|-0.0785246267914772|0.012052933685481548|-0.04318258911371231|0.0005686376243829727
455,Marketing Authorisation Holder and Manufacturer Marketing Authorisation Holder,Reģistrācijas apliecības īpašnieks un ražotājs reģistrācijas apliecības īpašnieks,Reģistrācijas apliecības īpašnieks un ražotājs Reģistrācijas apliecības īpašnieks,Reģistrācijas apliecības īpašnieks un ražotājs Reģistrācijas apliecības īpašnieks,0.0,nmt,3,3_nmt,-0.01917731948196888|0.05167582631111145|0.03914507105946541|0.1254996657371521|0.12031912803649902
456,"Hepatic enzyme increased, blood creatinine increased, blood lactate dehydrogenase increased, blood alkaline phosphatase increased, weight decreased","Paaugstināts aknu enzīmu līmenis, paaugstināts kreatinīna līmenis asinīs, paaugstināts laktātdehidrogenāzes līmenis asinīs, paaugstināts sārmainās fosfatāzes līmenis asinīs, ķermeņa masas samazināšanās","Paaugstināts aknu enzīmu līmenis, paaugstināts kreatinīna līmenis asinīs, paaugstināts laktātdehidrogenāzes līmenis, paaugstināts sārmainās fosfatāzes līmenis, svara samazināšanās","Paaugstināts aknu enzīmu līmenis, paaugstināts kreatinīna līmenis asinīs, paaugstināts laktātdehidrogenāzes līmenis asinīs, paaugstināts sārmainās fosfatāzes līmenis asinīs, ķermeņa masas samazināšanās",0.0,nmt,3,3_nmt,-0.05685025826096535|0.0027276668697595596|0.01878284476697445|0.0371113047003746|0.055071815848350525
457,"However, the Actrapid dose may need to be adjusted.",Tomēr var būt nepieciešama Actrapid devas korekcija.,Tomēr var būt nepieciešams pielāgot Actrapid devu.,Tomēr var būt nepieciešama Actrapid devas korekcija.,0.0,nmt,3,3_nmt,-0.005906963255256414|0.021282842382788658|0.027683794498443604|0.07995136082172394|0.06668289750814438
458,Powder vial and solvent ampoule:,Pulvera flakons un šķīdinātājs ampula:,Flakons ar pulveri un ampula ar šķīdinātāju:,Pulvera flakons un šķīdinātāja ampula:,0.1666666666666666,nmt,3,3_nmt,0.03328793868422508|0.09054417163133621|0.10960661619901657|0.1560046225786209|0.14949750900268555
459,"The MAH should submit an updated Risk Management Plan reflecting ""atypical femoral fractures"" as potential risk.","REĢISTRĀCIJAS APLIECĪBAS īpašniekam ir jāiesniedz atjaunināts Riskvadības plāns, kas atspoguļo “atipisku gūžas lūzumu”, jo pastāv risks.","Reģistrācijas apliecības īpašniekam jāiesniedz papildināts Riskvadības plāns, kā iespējamu riska faktoru pievienojot „netipiski augšstilba kaula lūzumi”.","Reģistrācijas apliecības īpašniekam ir jāiesniedz atjaunināts Riska pārvadības plāns, kas atspoguļo “atipisku gūžas lūzumu” kā potenciālu risku.",0.2857142857142857,nmt,3,3_nmt,0.15553049743175507|0.31659314036369324|0.2636575996875763|0.36128735542297363|0.3418271839618683
460,In male mice altered hepatocellular foci were seen at doses that were at least 2.0 times human therapeutic exposure.,"Peļu tēviņiem pēc devām, kas bija vismaz 2, 0 reizes lielāka terapeitiskā iedarbība.","Peļu tēviņiem hepatocelulāro izmaiņu perēkļi tika konstatēti pie devām, kas vismaz 2,0 reizes pārsniedz terapeitisko ekspozīciju cilvēkiem.","Peļu tēviņiem pēc devām, kas bija vismaz 2,0 reizes lielākas par terapeitisko iedarbību uz cilvēkiem, tika konstatēti mainīti hepatocelulārie fokusi.",0.5652173913043478,nmt,3,3_nmt,0.5038936138153076|0.6116735339164734|0.6517108082771301|0.6109165549278259|0.5744927525520325
461,ALIMTA must only be administered under the supervision of a physician qualified in the use of anti-cancer chemotherapy.,ALIMTA drīkst lietot tikai pretvēža ķīmijterapijas lietošanā pieredzējuša ārsta uzraudzībā.,ALIMTA drīkst lietot tikai pretvēža ķīmijterapijas lietošanā kvalificēta ārsta uzraudzībā.,ALIMTA drīkst lietot tikai pretvēža ķīmijterapijas lietošanā pieredzējuša ārsta uzraudzībā.,0.0,nmt,3,3_nmt,-0.04133422300219536|-0.014341695234179497|0.03618592396378517|0.03832722455263138|0.05721724033355713
462,The data are limited but suggest that the pharmacokinetic profile in children and adolescents may be similar to that in adults.,"Dati ir ierobežoti, bet liecina, ka farmakokinētiskās īpašības bērniem un pusaudžiem ir līdzīgs pieaugušajiem.","Datu ir maz, bet tie liecina par to, ka farmakokinētiskās īpašības bērniem un pusaudžiem varētu būt līdzīgas kā pieaugušajiem.","Dati ir ierobežoti, bet liecina, ka bērniem un pusaudžiem farmakokinētiskais profils ir līdzīgs pieaugušajiem.",0.1764705882352941,nmt,3,3_nmt,-0.01349390298128128|0.05113844573497772|0.10219663381576538|0.08129464089870453|0.09337187558412552
463,"Therefore, close monitoring of glycaemic control, dose adjustment within the recommended posology and changes in diabetic treatment should be considered when cationic medicinal products that are eliminated by renal tubular secretion are co-administered.","Tāpēc, ja vienlaikus tiek lietoti katjonu zāles, kuras tiek izvadītas renālās tubulārās sekrēcijas ceļā, rūpīgi jākontrolē glikēmijas kontrole, jāpielāgo devas pielāgošana, par devas pielāgošanu, lietojot šīs zāles, kas tiek izvadītas renālās tubulārās sekrēcijas ceļā.","Tādēļ vajadzētu rūpīgi kontrolēt glikozes līmeni, pielāgot devu ieteicamo devu robežās un mainīt diabēta terapiju, ja vienlaikus tiek ordinētas katjonu zāles, kas eliminējas nieru tubulārās sekrēcijas ceļā.","Tāpēc, ja vienlaikus tiek lietoti katjonus saturoši medicīnas produkti, kuri tiek izvadīti nieru kanālu sekrēcijas ceļā, rūpīgi jāveic glikēmijas kontrole, jāpielāgo devas saskaņā ar pozoloģiju un izmaiņām diabēta ārstāšanā.",0.7647058823529411,nmt,3,3_nmt,0.24360598623752594|0.40760377049446106|0.663506031036377|0.4248203635215759|0.38397395610809326
464,Calculation of Body Surface Area (BSA) for paediatric dosing,Ķermeņa virsmas laukuma (ĶVL) aprēķināšana pediatriskiem pacientiem,Ķermeņa virsmas laukuma (ĶVL) aprēķināšana dozēšanai bērniem,Ķermeņa virsmas laukuma (ĶVL) aprēķināšana devu noteikšanai pediatriskiem pacientiem,0.1818181818181818,nmt,3,3_nmt,-0.008985649794340134|0.06291178613901138|0.03872063383460045|0.10671766847372055|0.09854725003242493
465,The dose-related QTc interval prolongation potential of Fareston should also be taken into account in cases of overdose.,Pārdozēšanas gadījumā jāņem vērā iespējama Fareston.,Pārdozēšanas gadījumā būtu jāņem vērā ar Fareston devas lielumu saistītu QTc intervāla pagarināšanas iespējamību.,Pārdozēšanas gadījumā jāņem vērā iespējama Fareston ar devu saistīta QTc intervāla pagarināšana.,0.4615384615384615,nmt,3,3_nmt,0.21989116072654724|0.3624272346496582|0.47122395038604736|0.4276061952114105|0.3964012861251831
466,Flebogamma DIF should not be mixed with other medicines or intravenous solutions and it should be administered by a separate intravenous line.,"Ja VIENLAIKUS tiek lietoti citi medikamenti vai intravenozie šķīdumi, to var jaukt, izmantojot atsevišķu intravenozo sistēmu.","Flebogamma DIF nedrīkst sajaukt (lietot maisījumā) ar citiem preparātiem vai intravenoziem šķīdumiem, un tās ir jāievada atsevišķas infūzijas veidā.","Flebogamma DIF nedrīkst sajaukt (lietot maisījumā) ar citiem preparātiem vai intravenoziem šķīdumiem, un tās ir jāievada atsevišķas infūzijas veidā.",0.9130434782608696,nmt,3,3_nmt,0.0743040218949318|0.19432397186756134|0.5007812976837158|0.2042202651500702|0.20827771723270416
467,Approximately 50% of the total dose administered is rapidly absorbed transmucosally and becomes systemically available.,Aptuveni 50% no kopējās lietotās devas ir strauji uzsūkta ar gļotādu un kļūst sistēmiski pieejama.,Apmēram 50% no kopējās izmantotās devas tiek strauji uzsūkta caur gļotādu un kļūst sistēmiski pieejama.,Aptuveni 50% no kopējās lietotās devas tiek strauji uzsūkti ar gļotādu un kļūst sistēmiski pieejami.,0.1764705882352941,nmt,3,3_nmt,-0.039888642728328705|0.024039018899202347|0.022200623527169228|0.0715833455324173|0.07302365452051163
468,- ST segment elevation acute myocardial infarction: clopidogrel should be given as a single daily dose of 75 mg initiated with a 300-mg loading dose in combination with ASA and with or without thrombolytics.,- MIOKARDA infarkta ar st segmenta pacēlumu: klopidogrelu lieto pa 75 mg vienreiz dienā ar 300 mg piesātinājuma devu kombinācijā ar ASS un ar trombolītiskiem līdzekļiem vai bez tām.,"- Akūts miokarda infarkts ar ST segmenta pacēlumu: klopidogrelu jālieto vienā 75 mg dienas devā, sākot ar 300 mg piesātinošo devu, kopā ar ASS un trombolītiskiem līdzekļiem vai bez tiem.",- Akūts miokarda infarkts ar ST segmenta pacēlumu: klopidogrelu lieto pa 75 mg vienreiz dienā ar 300 mg piesātinājuma devu kombinācijā ar ASS un ar vai bez trombolītiskiem līdzekļiem.,0.1290322580645161,nmt,3,3_nmt,0.06367797404527664|0.14036309719085693|0.1077217236161232|0.17716628313064575|0.1512044370174408
469,"Rectangular and pink, engraved with ""A-008"" and ""10"" on one side.","Taisnstūraina un rozā, iegravēts “A - 009” un “10” vienā pusē.","Taisnstūraina un rozā, iegravēts ""A-008"" un ""10"" vienā pusē.","Taisnstūrveida un sārtas, ar iespiedumu “A-008” un “10” vienā pusē.",0.4375,nmt,3,3_nmt,-0.011489033699035645|0.018913082778453827|0.11379465460777283|0.058092016726732254|0.07203512638807297
470,Date of first authorisation: 21 September 2009,Pirmās reģistrācijas datums: 21. gada 21. septembris,Reģistrācijas datums: 2009. gada 21. septembrī,Pirmās reģistrācijas datums: 2009. gada 21. septembris,0.125,nmt,3,3_nmt,-0.014292288571596146|0.017393937334418297|0.12659898400306702|0.06197158247232437|0.056124016642570496
