index,src,mt,ref,pe,human_score,system,doc_id,sys_doc_id,dp_runs_scores
509,"To change the warning color used in the preview, select a color from the swatches color picker.","Wenn Sie die in der Vorschau verwendete Warnmeldung ändern möchten, wählen Sie in der Farbauswahl für Farbfelder eine Farbe aus.",Zum Ändern der in der Vorschau verwendeten Warnfarbe wählen Sie eine Farbe aus der Farbauswahl.,"Wenn Sie die in der Vorschau verwendete Warnfarbe ändern möchten, wählen Sie in der Farbauswahl für Farbfelder eine Farbe aus.",0.0454545454545454,nmt,3,3_nmt,0.018897823989391327|0.07045943289995193|0.08550262451171875|0.08844652026891708|0.0939871221780777
510,"Click where you want to type, and then begin typing.","Klicken Sie auf die Stelle, an der Sie Text eingeben möchten, und geben Sie Text ein.","Klicken Sie an der Stelle, an der der Text hinzugefügt werden soll, und geben Sie den Text ein.","Klicken Sie auf die Stelle, an der Sie den Text eingeben möchten, und geben Sie den Text ein.",0.0952380952380952,nmt,3,3_nmt,0.019467398524284363|0.06285513192415237|0.025060690939426422|0.07779005914926529|0.07494348287582397
511,Adjusting a segment with the Subselection tool can add points to the path.,Durch Anpassen eines Segments mit dem Teilauswahlwerkzeug können Sie dem Pfad Punkte hinzufügen.,Beim Anpassen eines Segments mit dem Unterauswahlwerkzeug werden dem Pfad unter Umständen weitere Punkte hinzugefügt.,Durch Anpassen eines Segments mit dem Teilauswahlwerkzeug können Sie dem Pfad Punkte hinzufügen.,0.0,nmt,3,3_nmt,0.0028283982537686825|0.05852239578962326|0.028883475810289383|0.09469354897737503|0.08199770748615265
512,"On the Stage, draw a circle with the Oval tool in frame 30.",Zeichnen Sie auf der Bühne mit dem Ellipsenwerkzeug in Bild 30 einen Kreis.,Zeichnen Sie auf der Bühne mit dem Ellipsenwerkzeug in Bild 30 einen Kreis.,Zeichnen Sie auf der Bühne mit dem Ellipsenwerkzeug in Bild 30 einen Kreis.,0.0,nmt,3,3_nmt,-0.04571922495961189|-0.03571674972772598|0.011642428115010262|0.004062385763972998|0.02283395268023014
513,These constants correspond to the three valid values of the eventPhase property.,Diese Konstanten entsprechen den drei gültigen Werten der eventPhase-Eigenschaft.,Diese Konstanten entsprechen den drei möglichen Werten für die eventPhase-Eigenschaft.,Diese Konstanten entsprechen den drei gültigen Werten der eventPhase-Eigenschaft.,0.0,nmt,3,3_nmt,-0.026422545313835144|0.0030448585748672485|0.01772266998887062|0.04697934165596962|0.04929880425333977
514,The following code is an excerpt from the EventDispatcher class definition:,Der folgende Code ist ein Auszug der EventDispatcher-Klassendefinition:,Der folgende Code ist ein Auszug der EventDispatcher-Klassendefinition:,Der folgende Code ist ein Auszug aus der EventDispatcher-Klassendefinition:,0.1,nmt,3,3_nmt,-0.055019766092300415|-0.046868130564689636|0.009452370926737785|-0.011519277468323708|0.011065996252000332
515,"Contribute publishes the document to your web page, and a confirmation dialog box appears.",Contribute veröffentlicht das Dokument in der Webseite und ein Bestätigungsdialogfeld wird angezeigt.,Contribute veröffentlicht das Dokument auf Ihrer Webseite und blendet ein Bestätigungsdialogfeld ein.,Contribute veröffentlicht das Dokument auf der Webseite und ein Bestätigungsdialogfeld wird angezeigt.,0.0769230769230769,nmt,3,3_nmt,0.05084661766886711|0.11437074095010757|0.07584337145090103|0.15600737929344177|0.1120806634426117
516,Contains all of the built-in ActionScript 2.0 classes (AS files).,Dieses enthält alle integrierten ActionScript 2.0-Klassen (AS-Dateien).,Enthält alle integrierten ActionScript-Klassen (AS-Dateien).,Enthält alle integrierten ActionScript 2.0-Klassen (AS-Dateien).,0.1111111111111111,nmt,3,3_nmt,-0.021628176793456078|0.00019110366702079773|0.020385706797242165|0.03302299231290817|0.03853759169578552
517,The Commenting panel isn't available in Reader.,"Das Fenster ""Kommentare"" ist in Reader nicht verfügbar.","Das Fenster ""Kommentieren"" ist in Reader nicht verfügbar.","Das Fenster ""Kommentare"" ist in Reader nicht verfügbar.",0.0,nmt,3,3_nmt,-0.024950791150331497|-0.01648383028805256|0.013148405589163303|0.015013542026281357|0.02619737759232521
518,Open the file to read important information about topics such as the following:,"Öffnen Sie die Datei, um wichtige Informationen zu Themen wie den folgenden zu lesen:","Öffnen Sie die Datei. Darin finden Sie wichtige Informationen zu Themen, z. B.:","Öffnen Sie die Datei, in der Sie wichtige Informationen beispielsweise zu folgenden Themen finden:",0.5,nmt,3,3_nmt,-0.0014151677023619413|0.03314429521560669|0.038911834359169006|0.04990958049893379|0.05625028908252716
519,"To apply a filter to an entire layer, make sure the layer is active or selected.","Wenn Sie einen Filter auf eine gesamte Ebene anwenden möchten, stellen Sie sicher, dass die Ebene aktiv oder ausgewählt ist.","Wenn Sie einen Filter auf eine ganze Ebene anwenden möchten, vergewissern Sie sich, dass die Ebene aktiv bzw. ausgewählt ist.","Wenn Sie einen Filter auf eine ganze Ebene anwenden möchten, stellen Sie sicher, dass die Ebene aktiv oder ausgewählt ist.",0.0434782608695652,nmt,3,3_nmt,-0.0196689423173666|-0.005442677065730095|0.017182763665914536|0.022693103179335594|0.03869111090898514
520,The two exceptions are the StatusEvent and NetStatusEvent classes.,Die beiden Ausnahmen sind die StatusEvent - und die NetStatusEvent-Klasse.,Die beiden Ausnahmen sind die StatusEvent- und die NetStatusEvent-Klasse.,Die beiden Ausnahmen sind die Klassen StatusEvent und NetStatusEvent.,0.4,nmt,3,3_nmt,-0.0026368158869445324|0.021854935213923454|0.0882711336016655|0.07358453422784805|0.056028105318546295
521,"In the Control panel, click Show Handles For Multiple Selected Anchor Points > or Hide Handles For Multiple Selected Anchor Points.","Klicken Sie im Steuerungsbedienfeld auf ""Griffe für mehrere ausgewählte Ankerpunkte anzeigen"" oder ""Griffe für mehrere ausgewählte Ankerpunkte ausblenden.""","Klicken Sie im Steuerungsbedienfeld auf ""Griffe für mehrere ausgewählte Ankerpunkte einblenden"" > bzw. auf ""Griffe für mehrere ausgewählte Ankerpunkte ausblenden"".","Klicken Sie im Steuerungsbedienfeld auf ""Griffe für mehrere ausgewählte Ankerpunkte anzeigen"" oder ""Griffe für mehrere ausgewählte Ankerpunkte ausblenden.""",0.0,nmt,3,3_nmt,-0.027000846341252327|0.004564046859741211|0.02863220125436783|0.028800638392567635|0.04801583290100098
522,"Enter values for the brush tip size, edge softness, tip aspect, and tip angle.","Geben Sie Werte für die Pinselspitze, die Weiche Kante, den Pinsel- und den Pinselwinkel ein.","Geben Sie für Pinselstärke, Kantenweichheit, Pinselerscheinungsbild und Pinselansatzwinkel die entsprechenden Werte ein.","Geben Sie Werte für die Pinselspitzengröße, die Kantenweichheit, das Pinselspitzenformat und den Pinselspitzenwinkel ein.",0.3529411764705882,nmt,3,3_nmt,0.09946306049823761|0.2262485772371292|0.2024468332529068|0.21265192329883575|0.1725807636976242
523,A screen reader recites text that appears on the computer screen.,"Ein Bildschirmlesegerät liest Texte vor, die auf dem Computerbildschirm angezeigt werden.","Ein Bildschirmlesegerät liest Text vor, der auf dem Computerbildschirm angezeigt wird.","Ein Bildschirmlesegerät liest Texte vor, die auf dem Computerbildschirm angezeigt werden.",0.0,nmt,3,3_nmt,-0.06752215325832367|-0.05706002563238144|0.01299526821821928|-0.015335414558649063|0.009003466926515102
524,Select a Tab Order option:,Wählen Sie eine Option für die Tabulatorreihenfolge aus:,Wählen Sie eine Option für die Tab-Reihenfolge:,Wählen Sie eine Option für die Tabulatorreihenfolge aus:,0.0,nmt,3,3_nmt,-0.025100508704781532|-0.002513110637664795|0.014017117209732533|0.03286684304475784|0.03603696450591087
525,(Optional) Click the arrow to display the toning curve and histogram.,"(Optional) Klicken Sie auf den Pfeil, um die Toning-Kurve und das Histogramm anzuzeigen.","(Optional) Klicken Sie auf die Pfeilschaltfläche, um die Toning-Kurve und das Histogramm anzuzeigen.","(Optional) Klicken Sie auf den Pfeil, um die Toning-Kurve und das Histogramm anzuzeigen.",0.0,nmt,3,3_nmt,-0.047964900732040405|-0.041210196912288666|0.011813231743872166|-0.014503780752420425|0.02042652666568756
526,Shift-drag to constrain movement to multiples of 45°.,"Halten Sie beim Ziehen die Umschalttaste gedrückt, um die Bewegung auf ein Vielfaches von 45 ° zu beschränken.","Halten Sie beim Ziehen die Umschalttaste gedrückt, wenn die Bewegung auf ein Vielfaches von 45 Grad beschränkt werden soll.","Halten Sie beim Ziehen die Umschalttaste gedrückt, um die Bewegung auf ein Vielfaches von 45° zu beschränken.",0.0,nmt,3,3_nmt,-0.009274505078792572|0.032586947083473206|0.01735180988907814|0.07681088149547577|0.056940823793411255
527,You can make a clipping set from a selection of two or more objects or from all objects in a group or layer.,Ein Beschneidungssatz kann aus einer Auswahl von zwei oder mehr Objekten oder allen Objekten in einer Gruppe oder Ebene erstellt werden.,bezeichnet. Sie können einen Schnittsatz aus einer Auswahl von zwei oder mehr Objekten oder auch aus allen Objekten einer Gruppe oder Ebene erstellen.,Ein Beschneidungssatz kann aus einer Auswahl von zwei oder mehr Objekten oder allen Objekten in einer Gruppe oder Ebene erstellt werden.,0.0,nmt,3,3_nmt,0.00656922860071063|0.043355099856853485|0.02465244196355343|0.07054797559976578|0.07233691215515137
528,"To edit the hyperlink URL, select the hyperlink, edit the URL, and press Enter or Tab again.","Wenn Sie die Hyperlink-URL bearbeiten möchten, wählen Sie den Hyperlink aus, bearbeiten Sie die URL und drücken Sie erneut die Eingabetaste oder die Tabulatortaste.","Wenn Sie die URL bearbeiten möchten, wählen Sie den Hyperlink aus, bearbeiten Sie die URL und drücken Sie erneut die Eingabe- oder Tabulatortaste.","Wenn Sie die Hyperlink-URL bearbeiten möchten, wählen Sie den Hyperlink aus, bearbeiten Sie die URL und drücken Sie erneut die Eingabetaste oder die Tabulatortaste.",0.0,nmt,3,3_nmt,-0.023622170090675354|-0.011411003768444061|0.012594788335263729|0.00941760465502739|0.03251824155449867
529,This publish settings option reduces the the appearance of the common artifacts found in highly compressed JPEG files.,Mit dieser Option für Veröffentlichungseinstellungen wird das Erscheinungsbild der in sehr komprimierten JPEG-Dateien angezeigten gemeinsamen Elemente verringert.,Mit dieser Option der Veröffentlichungseinstellungen wird das häufige Auftreten von Artefakten in hochkomprimierten JPEG-Dateien reduziert.,Mit dieser Option für Veröffentlichungseinstellungen wird das Erscheinungsbild der in sehr komprimierten JPEG-Dateien vorhandenen gemeinsamen Artefakte verringert.,0.1111111111111111,nmt,3,3_nmt,0.04810338839888573|0.13813786208629608|0.11738663911819458|0.1854931116104126|0.14778552949428558
530,There are two main aspects to a computer program:,Ein Computerprogramm gibt zwei HauptAspekte:,Es gibt zwei wesentliche Aspekte bei einem Computerprogramm:,Hinsichtlich eines Computerprogramms gibt es zwei Hauptaspekte:,0.5,nmt,3,3_nmt,0.022533144801855087|0.06844374537467957|0.1530046910047531|0.11259607970714569|0.09041652828454971
531,supports 8 through 160 Kbps CBR (constant bit rate).,unterstützt 8 bis 160 Kbit / s (konstante Bitrate).,unterstützt konstante Bitraten (CBR) zwischen 8 und 160 Kbit/s.,unterstützt 8 bis 160 kbit/s CBR (konstante Bitrate).,0.0769230769230769,nmt,3,3_nmt,0.05491900444030762|0.11196532845497131|0.07228738814592361|0.1513054221868515|0.09400250762701035
532,Select one or more swatches that you want to duplicate.,"Wählen Sie ein oder mehrere Farbfelder aus, die Sie duplizieren möchten.","Wählen Sie ein oder mehrere Farbfelder aus, die Sie duplizieren möchten.","Wählen Sie ein oder mehrere Farbfelder aus, die Sie duplizieren möchten.",0.0,nmt,3,3_nmt,-0.051717035472393036|-0.05476978421211243|0.009343232959508896|-0.028761448338627815|0.005645174533128738
533,Sharpening increases the contrast of pixels around the edges of objects to increase the image's definition or sharpness.,"Durch das Erhöhen der Bildschärfe wird der Kontrast von Pixeln um die Objektkanten erhöht, um die Schärfe oder Schärfe des Bildes insgesamt zu steigern.","Der Befehl ""Scharf stellen"" vergrößert den Kontrast der Pixel am Objektrand, um die Definition oder Schärfe eines Bildes zu verbessern.","Beim Scharfzeichnen wird der Kontrast von Pixeln an den Objektkanten erhöht, um die Auflösung bzw. Schärfe des Bildes insgesamt zu steigern.",0.4166666666666667,nmt,3,3_nmt,0.04984400048851967|0.14587894082069397|0.18123754858970642|0.1802995353937149|0.1318177431821823
534,An instance traits object (TA) stores the instance properties that are defined within a class definition.,"Ein Instanzmethodenobjekt (TA) speichert die Instanzeigenschaften, die in einer Klassendefinition definiert sind.","Ein Instanz-Traitsobjekt (TA) speichert die Instanzeigenschaften, die in einer Klassendefinition definiert sind.","Ein Instanz-Traitsobjekt (TA) speichert die Instanzeigenschaften, die in einer Klassendefinition definiert sind.",0.0625,nmt,3,3_nmt,-0.011395960114896297|0.023612799122929573|0.015427231788635254|0.05525105446577072|0.060318246483802795
535,Non-interactive PDF forms can be printed and filled in by hand.,Nicht interaktive PDF-Formulare können von Hand gedruckt und ausgefüllt werden.,Nicht interaktive PDF-Formulare können gedruckt und per Hand ausgefüllt werden.,Nicht interaktive PDF-Formulare können ausgedruckt und von Hand ausgefüllt werden.,0.1818181818181818,nmt,3,3_nmt,-0.05446844547986984|-0.03999602049589157|0.011396937072277069|-0.012106943875551224|0.020114177837967873
536,Type a name in the Name box and a description in the Description box.,"Geben Sie einen Namen in das Feld ""Name"" und eine Beschreibung in das Feld ""Beschreibung"" ein.","Geben Sie im Feld ""Name"" einen Namen und im Feld ""Beschreibung"" eine Beschreibung ein.","Geben Sie einen Namen in das Feld ""Name"" und eine Beschreibung in das Feld ""Beschreibung"" ein.",0.0,nmt,3,3_nmt,-0.04191729426383972|-0.0386892631649971|0.019923852756619453|-0.014886893332004547|0.015275414101779461
537,"For example, to use the year 1996 as a label, enter ""1996.""","Wenn Sie beispielsweise das Jahr 1996 als Bezeichnung verwenden möchten, geben Sie ""1996"" ein.","Wenn Sie beispielsweise das Jahr 2006 als Beschriftung verwenden möchten, geben Sie ""2006"" ein.","Wenn Sie beispielsweise das Jahr 1996 als Bezeichnung verwenden möchten, geben Sie ""1996"" ein.",0.0,nmt,3,3_nmt,-0.030505793169140816|-0.028574397787451744|0.01293678767979145|-0.005438084714114666|0.022232960909605026
538,Enter the value by which you want the pixel in this position multiplied.,"Geben Sie den Wert ein, mit dem das Pixel in dieser Position multipliziert werden soll.","Geben Sie den Wert ein, mit dem Sie das Pixel an dieser Position multiplizieren möchten.","Geben Sie den Wert ein, mit dem das Pixel in dieser Position multipliziert werden soll.",0.0,nmt,3,3_nmt,-0.035398997366428375|-0.030499091371893883|0.017290977761149406|-0.004639947321265936|0.017704540863633156
539,"If you double-click the file, profiles that contain fixups apply the fixups.","Wenn Sie auf die Datei doppelklicken, werden Profile mit Korrekturverfahren auf die Korrekturen angewendet.","Wenn Sie doppelt auf die Datei klicken, werden Profile, die Korrekturen enthalten, zum Ausführen von Korrekturen verwendet.","Wenn Sie auf die Datei doppelklicken, werden Profile mit Korrekturverfahren auf die Korrekturen angewendet.",0.0,nmt,3,3_nmt,0.052899934351444244|0.11177337914705276|0.08897030353546143|0.15591424703598022|0.12869451940059662
540,Each line contains the following draft information:,Jede Zeile enthält die folgenden Informationen:,Jede Zeile enthält die folgenden Informationen zu den Entwürfen:,Jede Zeile enthält die folgenden Entwurfsinformationen:,0.1428571428571428,nmt,3,3_nmt,-0.04013972729444504|-0.032147832214832306|0.019182004034519196|-0.006762246135622263|0.01771300844848156
541,"This example is designed to give you a first opportunity to see how you can piece together bits of ActionScript into a complete, if not ActionScript-heavy, application.","In diesem Beispiel ist es hilfreich, eine erste Möglichkeit zu geben, wie Sie ActionScript-Code in eine vollständige, wenn nicht in ActionScript erstellte ActionScript-Anwendungen - gemeinsam darstellen können.","Dieses Beispiel soll Ihnen einen ersten Eindruck vermitteln, wie einzelne ActionScript-Fragmente zu einer vollständigen, fast schon ActionScript-lastigen Anwendung zusammengefügt werden können.","Dieses Beispiel soll Ihnen einen ersten Eindruck vermitteln, wie einzelne ActionScript-Fragmente zu einer vollständigen, fast schon ActionScript-lastigen Anwendung zusammengefügt werden können.",1.0,nmt,3,3_nmt,0.2571173310279846|0.38456031680107117|0.4643115997314453|0.3852485120296478|0.329868346452713
542,"In Windows, choose Edit > Preferences > Guides, Grid & Slices; in Mac OS, choose Photoshop > Preferences > Guides, Grid & Slices.","Wählen Sie unter Windows ""Bearbeiten"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices,"" unter Mac OS ""Photoshop"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices.""","Wählen Sie unter Windows ""Bearbeiten"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices"" und unter Mac OS ""Photoshop"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices.""","Wählen Sie unter Windows ""Bearbeiten"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices"" und unter Mac OS ""Photoshop"" > ""Voreinstellungen"" > ""Hilfslinien, Raster und Slices.""",0.0256410256410256,nmt,3,3_nmt,-0.05195827782154083|-0.05052027851343155|0.013807235285639763|-0.0225916039198637|0.00797714851796627
543,You can save the batch-processing script for use later without adding any files.,"Sie können das Skript zur Stapelverarbeitung für die spätere Verwendung speichern, ohne Dateien hinzufügen zu müssen.","Sie können das Batch-Verarbeitungsskript zur späteren Verwendung speichern, ohne Dateien hinzuzufügen.","Sie können das Skript zur Stapelverarbeitung für die spätere Verwendung speichern, ohne Dateien hinzufügen zu müssen.",0.0,nmt,3,3_nmt,0.023430123925209045|0.07337000221014023|0.04498260095715523|0.11576187610626221|0.09642507880926132
544,Changing the library item name of an imported file does not change the filename.,"Wenn Sie den Namen des Bibliothekelements einer importierten Datei ändern, wird der Name der Datei nicht geändert.","Wenn Sie den Namen eines importierten Bibliothekselements ändern, bleibt der ursprüngliche Name der Datei selbst erhalten.","Wenn Sie den Bibliothekselement-Namen einer importierten Datei ändern, wird der Name der Datei nicht geändert.",0.1764705882352941,nmt,3,3_nmt,-0.022431541234254837|0.009725341573357582|0.04391837865114212|0.03855980932712555|0.054908931255340576
545,"As needed, select a text or image box and specify size, background color, and other properties.","Wählen Sie ggf. einen Text- oder Bildfeld aus und legen Sie die Größe, die Hintergrundfarbe und andere Eigenschaften fest.","Wählen Sie ggf. ein Text- oder Bildfeld aus und legen Sie die Größe, die Hintergrundfarbe und andere Eigenschaften fest.","Wählen Sie ggf. ein Text- oder Bildfeld aus, und legen Sie die Größe, die Hintergrundfarbe und andere Eigenschaften fest.",0.0909090909090909,nmt,3,3_nmt,-0.06962992995977402|-0.06165481358766556|0.02303045615553856|-0.04588637128472328|-0.002408919855952263
546,Move the design around to make sure that the guide moves with the design.,"Verschieben Sie das Design, um sicherzustellen, dass die Hilfslinie mit dem Design verschoben wird.","Verschieben Sie das Design, um sicherzustellen, dass die Hilfslinie ebenfalls verschoben wird.","Verschieben Sie das Design, um sicherzustellen, dass die Hilfslinie mit dem Design verschoben wird.",0.0,nmt,3,3_nmt,-0.009702209383249283|0.010700268670916557|0.061908796429634094|0.06291152536869049|0.05850658565759659
547,Select Format > Indent or Format > Outdent.,"Wählen Sie ""Format"" > ""Einzug"" oder ""Format"" > ""Ausrücken.""","Wählen Sie ""Format"" > ""Einzug"" oder ""Format"" > ""Negativeinzug.""","Wählen Sie ""Format"" > ""Einzug"" oder ""Format"" > ""Ausrücken"".",0.0,nmt,3,3_nmt,-0.02855820581316948|-0.02407865785062313|0.01653425581753254|0.03249601647257805|0.033644065260887146
548,"Right-click (Windows) or Control-click (Mac OS) a collection name, and then choose Delete from the menu.","Klicken Sie mit der rechten Maustaste (Windows) bzw. bei gedrückter Ctrl-Taste (Mac OS) auf einen Kollektionsnamen und wählen Sie im Menü die Option ""Löschen.""","Klicken Sie mit der rechten Maustaste (Windows) bzw. bei gedrückter Control-Taste (Mac OS) auf den Kollektionsnamen und wählen Sie die Menüoption ""Löschen.""","Klicken Sie mit der rechten Maustaste (Windows) bzw. bei gedrückter Ctrl-Taste (Mac OS) auf einen Kollektionsnamen und wählen Sie im Menü die Option ""Löschen.""",0.0,nmt,3,3_nmt,-0.04273553192615509|-0.0367707759141922|0.011660492978990078|-0.008215371519327164|0.019603446125984192
549,The name of the color profile used by the image.,Der Name des im Bild verwendeten Farbprofils.,Der Name des im Bild verwendeten Farbprofils.,Der Name des im Bild verwendeten Farbprofils.,0.0,nmt,3,3_nmt,-0.0796971544623375|-0.08368261903524399|0.010305221192538738|-0.035329896956682205|0.0017608720809221268
550,Determines the link for the first gallery page that appears in the right frame of a frame set.,"Legt den Link für die erste Galerieseite fest, die im rechten Bild eines Framesets angezeigt wird.","Legt den Link zur ersten Galerieseite fest, der im rechten Frame eines Framesets angezeigt wird.","Legt den Link für die erste Galerieseite fest, die im rechten Bild eines Framesets angezeigt wird.",0.0,nmt,3,3_nmt,0.0003419625572860241|0.03613266348838806|0.033383991569280624|0.0717482715845108|0.06741072237491608
551,ISO 8859‑1 and UTF‑16 encoding do not preserve file metadata.,Beim ISO 95- und UTF-8-Kodierung bleiben die Dateimetadaten nicht erhalten.,Bei den Kodierungen ISO 8859-1 und UTF-16 werden die Metadaten der Datei nicht beibehalten.,Bei ISO 8859‑1- und UTF‑16-Kodierungen bleiben die Dateimetadaten nicht erhalten.,0.4666666666666667,nmt,3,3_nmt,0.17102321982383728|0.294821560382843|0.2106354832649231|0.33457112312316895|0.270511269569397
552,"For information about loading and security, see Understanding security in http://www.adobe.com/go/learn_fl_cs4_learningAS2_en Learning ActionScript 2.0 in Adobe Flash.",Weitere Informationen zum Laden und Sicherheit finden Sie unter Sicherheit in http: / / www.adobe.com / go / learn _ fl _ cs4 _ learningAS2 _ de ActionScript 2.0 in Flash - Arbeitshandbuch.,"Informationen zum Laden und zur Sicherheit finden Sie unter ""Sicherheit"" in http://www.adobe.com/go/learn_fl_cs4_learningAS2_de ActionScript 2.0 in Adobe Flash - Arbeitshandbuch.","Weitere Informationen zum Laden und Sicherheit finden Sie unter ""Sicherheit"" im ActionScript 2.0 in Adobe Flash - Arbeitshandbuch unter http://www.adobe.com/go/learn_fl_cs4_learningAS2_en",0.1842105263157894,nmt,3,3_nmt,0.14126594364643097|0.27277857065200806|0.0949932262301445|0.25998175144195557|0.20421858131885529
553,Select any transformation tool.,Wählen Sie ein beliebiges Transformationswerkzeug aus.,Wählen Sie ein beliebiges Transformationswerkzeug.,Wählen Sie ein beliebiges Transformationswerkzeug aus.,0.0,nmt,3,3_nmt,-0.06352543830871582|-0.06631908565759659|0.009014684706926346|-0.021606331691145897|0.006663991138339043
554,Applying password-based security policies to documents.,Das Anwenden von Kennwörtern auf Kennwörter wirkt sich auf Dokumente aus.,Anwenden kennwortbasierter Sicherheitsrichtlinien auf Dokumente.,Anwenden kennwortbasierter Sicherheitsrichtlinien auf Dokumente.,1.0,nmt,3,3_nmt,0.27366015315055847|0.42134448885917664|0.5297726988792419|0.47999849915504456|0.39831170439720154
555,"The color field displays the range of the other two components, one on the horizontal axis and one on the vertical axis.","Das Farbfeld zeigt den Bereich der anderen beiden Komponenten an, eine auf der horizontalen und eine auf der vertikalen Achse.",Im Farbfeld werden die Bereiche für die beiden anderen Komponenten angezeigt (auf der horizontalen und auf der vertikalen Achse).,"Das Farbfeld zeigt den Bereich der anderen beiden Komponenten an, auf der horizontalen und auf der vertikalen Achse.",0.1,nmt,3,3_nmt,0.01837998628616333|0.057638980448246|0.050296105444431305|0.09470397979021072|0.09332040697336197
556,Sets the number of digits that appear to the right of the decimal point.,Legt die Anzahl der Ziffern rechts vom Dezimalkomma fest.,"Legt die Dezimalstellenanzahl fest, die rechts vom Dezimalzeichen angezeigt wird.",Legt die Anzahl der Ziffern rechts vom Dezimalkomma fest.,0.0,nmt,3,3_nmt,0.13505013287067413|0.19991342723369598|0.06181575730443001|0.24633115530014038|0.17416049540042877
557,Complete the path:,Füllen Sie den Pfad aus:,Schließen Sie den Pfad ab:,Beenden Sie den Pfad:,0.4,nmt,3,3_nmt,-0.010903805494308472|0.01769069954752922|0.053712133318185806|0.05711686238646507|0.05343019217252731
558,Specify the options in the Recognize Text - Settings dialog box.,"Legen Sie die Optionen im Dialogfeld ""Text erkennen - Einstellungen"" fest.","Legen Sie im Dialogfeld ""Text erkennen - Einstellungen"" die Optionen fest.","Legen Sie die Optionen im Dialogfeld ""Text erkennen - Einstellungen"" fest.",0.0,nmt,3,3_nmt,-0.029886914417147636|-0.025653144344687462|0.013196548447012901|0.010804872959852219|0.025324566289782524
559,"A tween layer can only contain tween spans (contiguous groups of frames containing a tween), static frames, or empty frames.","Eine Tween-Ebene kann nur Tween-Bereiche (aufeinander folgende Gruppen von Bildern mit einem Tween), statische Bilder oder leere Bilder enthalten.","Eine Tween-Ebene kann nur Tween-Folgen (aneinander grenzende Gruppen von Bildern mit einem Tween), statische Bilder oder leere Bilder enthalten.","Eine Tween-Ebene kann nur Tween-Bereiche (aufeinander folgende Gruppen von Bildern mit einem Tween), statische Bilder oder leere Bilder enthalten.",0.0,nmt,3,3_nmt,-0.018051473423838615|0.002712121233344078|0.02460450306534767|0.05510975420475006|0.041913822293281555
560,Enhanced integration between Photoshop CS4 and Photoshop® Lightroom® 2 allows you to open photos from Lightroom in Photoshop and seamlessly roundtrip back to Lightroom.,Durch die erweiterte Integration zwischen Photoshop CS4 und Photoshop ® Lightroom ® 2 können Sie Fotos aus Lightroom in Photoshop öffnen und nahtlos in Lightroom zurückwandeln.,Durch die verbesserte Integration von Photoshop CS4 und Photoshop® Lightroom® 2 können Sie aus Lightroom Fotos in Photoshop öffnen und später nahtlos wieder in Lightroom zurückführen.,Durch die erweiterte Integration zwischen Photoshop CS4 und Photoshop ® Lightroom ® 2 können Sie aus Lightroom Fotos in Photoshop öffnen und sie nahtlos in Lightroom zurückführen.,0.1071428571428571,nmt,3,3_nmt,0.005847897846251726|0.04801046848297119|0.03377552703022957|0.08384431898593903|0.0759623572230339
561,"The Advanced Settings button opens the Adobe PDF Settings dialog box, which contains many additional conversion options.","Die Schaltfläche ""Erweiterte Einstellungen"" öffnet das Dialogfeld ""Adobe PDF-Einstellungen,"" das viele zusätzliche Konvertierungseinstellungen enthält.","Über die Schaltfläche ""Erweiterte Einstellungen"" wird das Dialogfeld ""Adobe PDF-Einstellungen"" mit weiteren Konvertierungsoptionen geöffnet.","Die Schaltfläche ""Erweiterte Einstellungen"" öffnet das Dialogfeld ""Adobe PDF-Einstellungen"", das viele zusätzliche Konvertierungseinstellungen enthält.",0.0,nmt,3,3_nmt,-0.03187176585197449|-0.004709383472800255|0.01473230216652155|0.02281137742102146|0.04189915210008621
562,"However, it does not work for objects that appear black because of their transparency settings or graphic styles.","Allerdings funktionieren Objekte, die aufgrund ihrer Transparenzeinstellungen oder Grafikstile schwarz erscheinen, nicht.","Bei Objekten, die aufgrund ihrer Transparenzeinstellungen oder Grafikstile schwarz sind, funktioniert sie jedoch nicht.","Allerdings funktionieren Objekte, die aufgrund ihrer Transparenzeinstellungen oder Grafikstile schwarz erscheinen, nicht.",0.0,nmt,3,3_nmt,-0.03709902614355087|-0.0015112478286027908|0.0344318263232708|0.024709658697247505|0.03954226151108742
563,"You can make simple edits directly in Contribute, using the image editing toolbar (see Edit an image in Contribute).",Mit der Bildbearbeitungssymbolleiste können Sie einfache Änderungen direkt in Contribute vornehmen (siehe Bearbeiten von Bildern in Contribute).,Einfache Bearbeitungen können mit der Symbolleiste zur Bildbearbeitung direkt in Contribute vorgenommen werden. Weitere Informationen finden Sie unter Bearbeiten von Bildern in Contribute.,Mit der Bildbearbeitungssymbolleiste können Sie einfache Änderungen direkt in Contribute vornehmen (siehe Bearbeiten von Bildern in Contribute).,0.0,nmt,3,3_nmt,-0.026157360523939133|-0.0013373438268899918|0.016614262014627457|0.011910492554306984|0.03313585743308067
