index,src,mt,ref,dp_runs_scores,pe,lp,human_score,system,doc_id,sys_doc_id
156,"las Nebenwirkungen bemerken, die nicht in dieser Gebrauchsinformation angegeben sind, informieren Sie bitte Ihren Arzt oder Apotheker.","ori you notice any side effects not mentioned in this leaflet, please tell your doctor or pharmacist.",ori please tell your doctor or pharmacist.,[0.024074645712971687],"if you notice any side effects not mentioned in this leaflet, please tell your doctor or pharmacist.",de-en,0.0526315789473684,smt,1,1_smt
157,Vor der Anwendung ist die Lösung visuell auf Ausfällungen und Verfärbung zu überprüfen.,"Prior to administration, the solution should be inspected visually for evidence of precipitation and discoloration prior to administration.",It should be inspected visually for particulate matter and discoloration before administration.,[0.20486682653427124],"Prior to administration, the solution should be inspected visually for evidence of precipitation and discoloration.",de-en,0.1764705882352941,smt,1,1_smt
158,"Dazu wird die Patrone in den Spezial-Injektionsstift eingesetzt und dieser zusammengeschraubt, so dass sich Pulver und Lösung zu einer fertigen Injektionslösung verbinden.","These will be used in the cartridge in the Spezial-Injektionsstift and this silylating reagents comprise organosilicon compounds, powder and solution with a solution for injection.","When the cartridge is inserted in the special injection pen and the pen screwed together, the powder and solvent mix to make up the solution for injection.",[0.4458383023738861],"These will be used in the cartridge in the special injection pen and this is srewed together, so that the powder and solution with a solution for injection.",de-en,0.3333333333333333,smt,1,1_smt
159,Humalog Mix50 Pen dient zur Behandlung des Diabetes mellitus.,Humalog Mix50 Pen is used to treat diabetes.,Humalog Mix50 Pen is used to treat diabetes.,[0.009813888929784298],Humalog Mix50 Pen is used to treat diabetes.,de-en,0.0,smt,1,1_smt
160,Wofür wird RotaTeq angewendet?,What is RotaTeq used for?,What is RotaTeq used for?,[0.008457863703370094],What is RotaTeq used for?,de-en,0.0,smt,1,1_smt
161,"Es ist leichter, Protaphane zu resuspendieren, wenn es Raumtemperatur erreicht hat.","It is easier, Protaphane is to be stressed when the insulin has reached room temperature.",Resuspending is easier when the insulin has reached room temperature.,[0.46700483560562134],It is easier to resuspend Protaphane if it has reached room temperature.,de-en,0.6153846153846154,smt,1,1_smt
162,Es liegen keine Erkenntnisse zu möglichen Wechselwirkungen zwischen Infliximab und anderen wirksamen Substanzen vor.,There is no evidence to potential interactions between infliximab and other active substances.,Nothing is known regarding possible interactions between infliximab and other active substances.,[0.07442928850650787],There is no evidence of potential interactions between infliximab and other active substances.,de-en,0.0714285714285714,smt,1,1_smt
163,"Nehmen Sie die erste Dosis ein, wenn Sie zu Bett gehen und die zweite Dosis 2,5 bis 4 Stunden später.",Do not take the first dose if you are going to bed and the second dose of 2.5 to 4 hours later.,Take the first dose upon getting into bed and the second dose 2.5 to 4 hours later.,[0.145664244890213],Take the first dose if you are going to bed and the second dose of 2.5 to 4 hours later.,de-en,0.0952380952380952,smt,1,1_smt
164,Es liegen keine spezifischen Erfahrungswerte im Hinblick auf die Behandlung einer Thelin- Überdosierung vor.,There is no specific experience in the treatment of reintroduction of overdosage is limited.,There is no specific experience with the management of Thelin overdose.,[0.23795859515666962],There is no specific experience in the treatment of a Thelin overdosage.,de-en,0.3076923076923077,smt,1,1_smt
165,"Die optimale Wirkung wird erreicht, wenn die Dosis abends angewendet wird.",The optimal effect is reached when the dose is administered in the evening.,Optimal effect is obtained if the dose is administered in the evening.,[0.011791631579399109],The optimal effect is reached when the dose is administered in the evening.,de-en,0.0,smt,1,1_smt
166,"Nehmen Sie nicht die doppelte Dosis ein, um eine ausgelassene Dosis auszugleichen.",Do not take a double dose to make up for a missed dose.,Do not take a double dose to make up for a forgotten tablet.,[0.01169348880648613],Do not take a double dose to make up for a missed dose.,de-en,0.0,smt,1,1_smt
167,"Patienten, die bekanntermaßen ein CYP 2C9-Enzymsystem mit verminderter Aktivität haben, sollen mit Vorsicht behandelt werden.",Patients who have known to be CYP2C9 poor metabolisers should be treated with caution.,Patients known to be CYP2C9 poor metabolisers should be treated with caution.,[0.041403185576200485],Patients known to be CYP2C9 poor metabolisers should be treated with caution.,de-en,0.1538461538461538,smt,1,1_smt
168,"Doribax ist ein Arzneimittel, das den Wirkstoff Doripenem enthält.",Doribax is a medicine containing the active substance doripenem.,Doribax is a medicine containing the active substance doripenem.,[0.008954006247222424],Doribax is a medicine containing the active substance doripenem.,de-en,0.0,smt,1,1_smt
169,"188 Wenn Sie Ihre Blutung mit KOGENATE Bayer 1000 I.E. nicht beherrschen können, konsultieren Sie sofort Ihren Arzt.","188 If your bleeding is not controlled with KOGENATE Bayer 1000 IU, consult your doctor immediately.","If your bleeding is not being controlled with KOGENATE Bayer 1000 IU, consult your doctor immediately.",[0.012360391207039356],"188 If your bleeding is not controlled with KOGENATE Bayer 1000 IU, consult your doctor immediately.",de-en,0.0,smt,1,1_smt
170,"95 Um von der Insulininfusion zu profitieren und um eine mögliche Fehlfunktion der Insulinpumpe feststellen zu können, sollten Sie regelmäßig Ihren Blutzuckerspiegel messen.","95 To get the benefit of insulin infusion, and to detect possible malfunction of the insulin pump, you should measure your blood sugar level regularly.","To get the benefit of insulin infusion, and to detect possible malfunction of the insulin pump, it is recommended that you measure your blood sugar level regularly.",[0.01805337332189083],"95 To get the benefit of insulin infusion, and to detect possible malfunction of the insulin pump, you should measure your blood sugar level regularly.",de-en,0.0,smt,1,1_smt
171,Füllen Sie den Becher nicht bis zu einer anderen Dosismarkierung.,Add the inside of the cup is not up to another next to the dosage indicator.,Do not fill the cup to any other dosing line.,[0.553244411945343],Do not fill the cup up to another dosage indicator.,de-en,0.8181818181818182,smt,1,1_smt
172,Wie viel Sebivo müssen Sie einnehmen? Die übliche Dosis Sebivo ist einmal täglich 30 ml Lösung zum Einnehmen (600 mg Telbivudin).,How much Sebivo to take The usual dose of Sebivo is 30 ml once daily oral solution (600 mg telbivudine).,How much Sebivo to take The usual dose of Sebivo is 30 ml of oral solution (600 mg telbivudine) once a day.,[0.01773633249104023],How much Sebivo to take The usual dose of Sebivo is 30 ml once daily oral solution (600 mg telbivudine).,de-en,0.0,smt,1,1_smt
173,Packung mit 1 Flasche.,Each pack contains one bottle.,Pack size of 1 bottle.,[0.017730800434947014],Each pack contains one bottle.,de-en,0.0,smt,1,1_smt
174,Zur subkutanen Injektion nach Rekonstitution mit Lösungsmittel.,For subcutaneous injection after reconstitution with solvent.,For subcutaneous injection after reconstitution with solvent.,[0.009144559502601624],For subcutaneous injection after reconstitution with solvent.,de-en,0.0,smt,1,1_smt
175,"1,74 ± 1,28 Std., Eliminationshalbwertszeit:","1.74 ± 1.28 h., elimination half-life:","1.74 ± 1.28 h, elimination half-life:",[0.019318414852023125],"1.74 ± 1.28 h., elimination half-life:",de-en,0.0,smt,1,1_smt
176,Die Anwesenheit von Stickstoffdioxid und Feuchtigkeit verursacht jedoch eine aggressive Atmosphäre.,"The presence of nitrogen dioxide and moisture, however, that causes aggressive.","However, the presence of nitrogen dioxide and moisture creates an aggressive atmosphere.",[0.18173564970493317],"The presence of nitrogen dioxide and moisture, however, causes an aggressive atmosphere.",de-en,0.2,smt,1,1_smt
177,Etoricoxib 60 mg einmal täglich führte bei Arthrose-Patienten zu signifikanten Verbesserungen hinsichtlich Schmerz und in der Patientenbewertung des Krankheitsstatus.,Etoricoxib 60 mg once a day in Arthrose-Patienten provided significant improvements in terms of pain and pain and patient assessments of disease status.,"22 In patients with osteoarthritis (OA), etoricoxib 60 mg once daily provided significant improvements in pain and patient assessments of disease status.",[0.14364421367645264],Etoricoxib 60 mg once a day in osteoarthritis patients provided significant improvements in terms of pain and patient assessments of disease status.,de-en,0.1739130434782608,smt,1,1_smt
178,"Die Anwendung von Nukleosid-Analoga, allein oder in Kombination mit anderen Nukleosiden, führte zu Laktatazidose.","The use of nucleoside analogues, alone or in combination with other nucleoside-experienced, were associated with lactic acidosis.","Use of nucleoside analogs, alone or in combination with other nucleosides, has resulted in lactic acidosis.",[0.10077333450317383],"The use of nucleoside analogues, alone or in combination with other nucleosides were associated with lactic acidosis.",de-en,0.1052631578947368,smt,1,1_smt
179,- können Sie schwere Migräne bekommen.,- You may get severe migraine.,- you may develop a severe migraine.,[0.012351778335869312],- You may get severe migraine.,de-en,0.0,smt,1,1_smt
180,"Verwenden Sie eine Cetrotide 3 mg-Lösung nicht, wenn sie Schwebstoffe enthält oder nicht klar ist.",Use a Cetrotide 3 mg-Lösung not be administered if it contains particles or is not clear.,Do not use a Cetrotide 3 mg solution if it contains particles or if it is not clear.,[0.2243221551179886],Do not use a Cetrotide 3 mg solution if it contains particles or is not clear.,de-en,0.2352941176470588,smt,1,1_smt
181,"Orales Topotecan in Kombination mit BSC zeigte eine statistisch signifikante Verbesserung bezüglich des Gesamtüberlebens im Vergleich zu BSC allein (p=0,0104 [Log-Rank]).",Oral topotecan plus BSC group had a statistically significant improvement in overall survival compared with the BSC alone group (p = 0.0104).,Oral topotecan plus BSC group had a statistically significant improvement in overall survival compared with the BSC alone group (Log- rank p=0.0104).,[0.03430930897593498],Oral topotecan plus BSC had a statistically significant improvement in overall survival compared with the BSC alone group (p = 0.0104 [log-rank]).,de-en,0.1481481481481481,smt,1,1_smt
182,"as Jeder 0,5 ml vorgefüllte Injektor enthält 20 Mikrogramm Darbepoetin alfa (40 Mikrogramm/ml).",Each 0.5 ml pre-filled pen contains 20 micrograms darbepoetin alfa (40 micrograms / ml).,Each 0.5 ml pre-filled pen contains 20 micrograms darbepoetin alfa (40 micrograms/ ml).,[0.01062232069671154],Each 0.5 ml pre-filled pen contains 20 micrograms darbepoetin alfa (40 micrograms / ml).,de-en,0.0,smt,1,1_smt
183,"Ferriprox ist zur Therapie der Eisenüberlast bei Patienten mit Thalassaemia major indiziert, wenn eine Therapie mit Deferoxamin kontraindiziert oder ungeeignet ist.","Ferriprox is indicated for the treatment of iron overload in patients with thalassaemia major, if treatment with deferoxamine is contraindicated or inadequate.",Ferriprox is indicated for the treatment of iron overload in patients with thalassaemia major when deferoxamine therapy is contraindicated or inadequate.,[0.016305139288306236],"Ferriprox is indicated for the treatment of iron overload in patients with thalassaemia major, if treatment with deferoxamine is contraindicated or inadequate.",de-en,0.0,smt,1,1_smt
184,Unmittelbar vor Entnahme von DepoCyte die Durchstechflasche zur gleichmäßigen Durchmischung der Partikel vorsichtig umdrehen.,Immediately before withdrawal of DepoCyte vial MW-cutoff in gently umdrehen particles.,"Just before withdrawing DepoCyte, gently invert the vial to mix the particles evenly.",[0.4363197684288025],"Immediately before withdrawal of DepoCyte, gently turn the vial to evenly blend the particles.",de-en,0.5,smt,1,1_smt
185,Jet Generici S.R.L.,Jet Generici S. R. L.,Jet Generici S. R. L.,[0.01312723197042942],Jet Generici S. R. L.,de-en,0.0,smt,1,1_smt
186,"Simulect darf nicht gegeben werden, bevor absolut sichergestellt ist, dass der Patient das Transplantat und eine begleitende Immunsuppression erhalten wird.",Simulect must not be administered before pathway procedure that the patient and concomitant immunosuppression.,Simulect must not be administered unless it is absolutely certain that the patient will receive the graft and concomitant immunosuppression.,[0.2987495958805084],Simulect must not be administered before it is ensured that the patient will receive the transplant and concomitant immunosuppression.,de-en,0.35,smt,1,1_smt
187,Jede Packung ALIMTA enthält eine Durchstechflasche ALIMTA.,Each pack of ALIMTA contains a vial of ALIMTA.,Each pack of ALIMTA consists of one ALIMTA vial.,[0.019423136487603188],Each pack of ALIMTA contains a vial of ALIMTA.,de-en,0.0,smt,1,1_smt
188,"Sie brauchen nicht täglich Ihren Blutzuckerspiegel zu messen, um die BYETTA-Dosis zu bestimmen.",You will not be daily test your blood sugar level to measure the INR.,You will not need to test your sugar levels on a day-by-day basis to set the dose of BYETTA.,[0.3565693497657776],You do not need to test your blood sugar level daily to determine the BYETTA dose.,de-en,0.4117647058823529,smt,1,1_smt
189,Toxikologische Prüfungen mit intramuskulärer Verabreichung von Einzeldosen wurden an Cynomolgus-Affen durchgeführt.,Toxicological trials with intramuscular administration of single doses have been carried out in cynomolgus monkeys.,Single dose intramuscular toxicology studies have been performed in cynomolgus monkeys.,[0.04066159948706627],Toxicological trials with intramuscular administration of single doses have been carried out in cynomolgus monkeys.,de-en,0.0,smt,1,1_smt
190,Die klinische Relevanz dieser Befunde ist nicht belegt.,The clinical relevance of these findings has not been established.,The clinical relevance of these findings has not been established.,[0.008759272284805775],The clinical relevance of these findings has not been established.,de-en,0.0,smt,1,1_smt
191,Die vollständige Liste der im Zusammenhang mit Levitra berichteten Nebenwirkungen ist der Packungsbeilage zu entnehmen.,"For the full list of related to Levitra reported adverse drug reactions, see the Package Leaflet.","For the full list of all side effects reported with Levitra, see the Package Leaflet.",[0.03506843000650406],"For the full list of related to Levitra reported adverse drug reactions, see the Package Leaflet.",de-en,0.0,smt,1,1_smt
192,Leitungswasser darf zu jeder Zeit während der laufenden Behandlung mit Bondronat getrunken werden.,plain water must be drunk at any time during therapy with Bondronat.,Plain water may be taken at any time during the course of Bondronat treatment.,[0.021052347496151924],Water must be drunk at any time during therapy with Bondronat.,de-en,0.0833333333333333,smt,1,1_smt
193,- Die sonstigen Bestandteile von [Neurontin und zugehörige Namen] Hartkapseln sind:,- The other ingredients of [Neurontin and associated names] hard capsules:,− The other ingredients in [Neurontin and associated names] capsules are:,[0.03778323158621788],- The other ingredients of [Neurontin and associated names] hard capsules are:,de-en,0.0666666666666666,smt,1,1_smt
194,Montelukast wirkte weder in In-vitro- und In– vivo-Tests mutagen noch induzierte es bei Nagetieren Tumoren.,"Montelukast was not mutagenic in bacterial vivo-Tests in vitro and injections, nor did it in rodents.",Montelukast was neither mutagenic in in vitro and in vivo tests nor tumorigenic in rodent species.,[0.18300414085388184],Montelukast was not effective in either in vitro and in vivo tests nor did it in rodent tumours.,de-en,0.4210526315789473,smt,1,1_smt
195,"Bei Patienten mit ischämischer Herzkrankheit ist Vorsicht geboten, da allergieähnliche und/oder gefäßerweiternde Reaktionen bei solchen Patienten zu lebensbedrohlichen Zuständen führen können.","Caution should be exercised in patients with ischaemic cardiopathy, as an allergic reaction and / or in which reactions in such patients can lead to life-threatening conditions.",3 Care should be taken in patients with ischaemic cardiac disease because in these patients allergy-like and/ or vasodilatory reactions may lead to life-threatening conditions.,[0.1562192291021347],"Caution should be exercised in patients with ischaemic cardiopathy, as an allergic reaction and/or in which reactions in such patients can lead to life-threatening conditions.",de-en,0.0,smt,1,1_smt
196,51 TEIL III:,51 Medicine III:,48 PART III:,[0.05248555913567543],51 PART III:,de-en,0.25,smt,1,1_smt
197,Bei Patienten mit dem CYP2D6-Status „EM“ sind Vorsichtsmaßnahmen in geringerem Maße erforderlich.,In patients with CYP2D6 EM status precautions are needed to a lesser extent.,There is a lower need for precautions in patients with CYP2D6 EM status.,[0.0439859963953495],There is a lower need for precautions in patients with CYP2D6 EM status.,de-en,0.5714285714285714,smt,1,1_smt
198,Allerdings wurde die Studie aufgrund von Nebenwirkungen (Nieren- und Lungenproblemen) vorzeitig abgebrochen.,"However, the study because of side effects (renal or heart and lung problems in the baby discontinued).","However, the study had to be stopped early because of side effects (kidney and lungs problems).",[0.08508659154176712],"However, the study was discontinued early because of side effects (renal and lung problems).",de-en,0.5,smt,1,1_smt
199,"Eine einzelne Spritze enthält 0,5 ml Injektionssuspension.",A single syringe contains 0.5 ml suspension for injection.,A single syringe contains 0.5 ml of suspension for injection.,[0.008843249641358852],A single syringe contains 0.5 ml suspension for injection.,de-en,0.0,smt,1,1_smt
200,Patienten mit Risikofaktoren für eine QTc- Verlängerung oder Risikofaktoren für Torsade de Pointes sollten überwacht und einer kontinuierlichen Herzüberwachung (EKG) unterzogen werden.,Patients with risk factors for QTc prolongation or risk factors for torsade de pointes should be monitored and continuous AN (priapism).,Patients with risk factors of QTc prolongation or risk factors of torsade de pointes should be monitored with continuous cardiac monitoring (ECG).,[0.11295411735773087],Patients with risk factors for QTc prolongation or risk factors for torsade de pointes should be monitored and their heat shoud be continuously monitored (EKG).,de-en,0.25,smt,2,2_smt
201,Der Schweregrad war im Allgemeinen schwach bis mäßig ausgeprägt.,Severity was generally mild to moderate.,Severity was generally mild to moderate.,[0.009281092323362827],Severity was generally mild to moderate.,de-en,0.0,smt,2,2_smt
202,Die gleichzeitige Anwendung von Invirase/Ritonavir und Digoxin muss mit Vorsicht erfolgen.,Co-administration of Invirase / ritonavir and digoxin should be considered with caution.,Caution should be exercised when Invirase/ritonavir and digoxin are co- administered.,[0.030370471999049187],Co-administration of Invirase / ritonavir and digoxin should be performed with caution.,de-en,0.0769230769230769,smt,2,2_smt
203,Wie ist Corlentor einzunehmen?,How to take Corlentor 4.,How to take Corlentor 4.,[0.010892346501350403],How to take Corlentor.,de-en,0.2,smt,2,2_smt
204,"Vereinzelt traten lebensbedrohliche Überempfindlichkeitsreaktionen bei Patienten auf, die Abacavir wieder einnahmen, nachdem bei Ihnen nur eines der auf der Warnhinweiskarte aufgeführten Symptome vor der Therapieunterbrechung aufgetreten war.",tonoclonic life-threatening hypersensitivity reactions have occurred in patients receiving abacavir in only on the Alert Card symptoms of hypersensitivity before stopping.,Occasionally life-threatening hypersensitivity reactions have occurred when abacavir was restarted in patients who reported only one of the symptoms on the Alert Card before stopping.,[0.2820923924446106],Occasionally life-threatening hypersensitivity reactions have occurred when abacavir was restarted in patients who reported only one of the symptoms on the Alert Card before treatment was stopped.,de-en,0.6071428571428571,smt,2,2_smt
205,Solche Veränderungen der Leberfunktion wurden bisher in klinischen Studien am Menschen nicht beobachtet.,Such changes in liver function have not been observed in human clinical studies.,Such alterations in liver function have not been seen to date in human clinical studies.,[0.01244226936250925],Such changes in liver function have not been observed in human clinical studies.,de-en,0.0,smt,2,2_smt
206, Sie dürfen immer nur jeweils ein Pflaster tragen.,Do not use only every patch at a time., Only one patch is to be worn at a time.,[0.09619320183992386],Only use one patch at a time.,de-en,0.5,smt,2,2_smt
207,Wie wurde Jalra untersucht?,How has Jalra been studied?,How has Jalra been studied?,[0.009317818097770214],How has Jalra been studied?,de-en,0.0,smt,2,2_smt
208,"Die Hypertonie war in der Regel leicht bis mäßig, trat in einer frühen Phase der Behandlung auf und sprach auf antihypertensive (blutdrucksenkende) Standardtherapien an.","Hypertension was usually mild to moderate, was more frequent in the early phase of treatment and addressed impaired on antihypertensive (antihypertensive) standard therapy.","Hypertension was usually mild to moderate, occurred early in the course of treatment, and was amenable to management with standard antihypertensive therapy.",[0.2808252274990082],"Hypertension was usually mild to moderate, occurred in the early phase of treatment and responded to standard antihypetensive therapy.",de-en,0.5238095238095238,smt,2,2_smt
209,"Bei versehentlicher Selbstinjektion des Impfstoffes wird angeraten, einen Arzt aufzusuchen und ihm die Gebrauchsinformation oder das Etikett zu zeigen.","In case of accidental self injection of the vaccine, it is advised to seek medical advice and show the package leaflet or the label to the physician.","In case of accidental self-administration, seek medical advice immediately and show the package leaflet or the label to the physician.",[0.031187614426016808],"In case of accidental self injection of the vaccine, it is advised to seek medical advice and show the package leaflet or the label to the physician.",de-en,0.0,smt,2,2_smt
210,"Falls wiederholte oder schwere niedrige Blutzuckerspiegel auftreten, informieren Sie bitte Ihren Arzt oder Ihr Krankenhaus und ziehen Sie die Notwendigkeit einer Reduktion oder einer Unterbrechung der Insulininfusion in Betracht.","If repeated or severe low blood glucose levels occur, please tell your doctor or clinic and consider the need to reduce or pump malfunction should be considered.","If repeated or severe low blood glucose levels occur, notify your health care professional and consider the need to reduce or stop your insulin infusion.",[0.27867773175239563],"If repeated or severely low blood glucose levels occur, please tell your doctor or clinic and consider the need for a resuction or an interruption in the insulin infusion.",de-en,0.3225806451612903,smt,2,2_smt
211,Eine Anpassung der Dosierung von Ritonavir kann notwendig sein.,The dose of ritonavir may be necessary.,The dose of ritonavir may need adjusting.,[0.0571366623044014],An adjustment of the dose of Ritonavir may be necessary.,de-en,0.2727272727272727,smt,2,2_smt
212,kann dies auf Leberschäden hinweisen.,this can be suggestive of hepatic impairment.,Other possible side effects with PRODUCT NAME:,[0.10646911710500717],this can be suggestive of hepatic impairment.,de-en,0.0,smt,2,2_smt
213,"Die Behandlung sollte so lange fortgeführt werden, wie ein klinischer Nutzen zu beobachten ist.",Treatment should be continued as long clinical benefits are observed.,"There is limited information on the use of Lysodren in children, but a daily starting dose of 1.5 to 3.5 g per square metre body surface area (calculated using the child ’ s height and weight) is recommended. Lysodren is not recommended for use in patients with severe liver or kidney problems, and it should be used with caution in those with mild or moderate liver or kidney problems.",[0.15295696258544922],Treatment should be continued as long clinical benefits are observed.,de-en,0.0,smt,2,2_smt
214,Nicht gebrauchte Spritzen oder Abfall sollten entsprechend den örtlich gültigen Vorschriften entsorgt werden.,Any unused product or waste material should be applied according to the current veterinary medicinal product must be discarded.,e prevent needle stick injuries following injection. ng Any unused product or waste material should be disposed of in accordance with local requirements.,[0.4369824230670929],Any unused product or waste material should be disposed of according to the current local ordinances.,de-en,0.4705882352941176,smt,2,2_smt
215,Bei Patienten mit Schlafwandeln sollte an das Risiko einer Verletzung gedacht werden.,In patients with somnambulism should be experienced on the risk of needlestick injury.,The risk of injury or self-harm should be borne in mind in any patient with sleepwalking.,[0.426076203584671],In patients with somnambulism the risk of injury should be considered.,de-en,0.4166666666666667,smt,2,2_smt
216,Inverkehrbringen Sanofi-Synthelabo S.A.,Union for Sanofi-Synthelabo S. A.,Sanofi-Synthelabo S. A.,[0.12305334955453873],Marketing Authorisation Holder Sanofi-Synthelabo S. A.,de-en,0.375,smt,2,2_smt
217,"Der primäre Wirksamkeitsendpunkt war das Auftreten bewiesener/wahrscheinlicher IFIs zur Woche 16 nach Randomisierung, das durch ein unabhängiges, verblindetes externes Expertengremium bestimmt wurde.","The primary efficacy endpoint was the incidence of proven / probable IFIs at week 16 after randomisation, determined by a blinded, the first Expertengremium.","The primary efficacy endpoint was the incidence of proven/ probable IFIs at 16 weeks post-randomization as determined by an independent, blinded external expert panel.",[0.16318455338478088],"The primary efficacy endpoint was the incidence of proven/probable IFIs at week 16 after randomisation, determined by a blinded, independent external panel of experts.",de-en,0.1724137931034483,smt,2,2_smt
218,62 ähnlich ist. Die begrenzten Daten zu AVANDAMET entsprechen ebenfalls diesem kombinierten Nebenwirkungsprofil.,62. The limited data on AVANDAMET also correspond to this combined adverse reaction profile.,Data with AVANDAMET is also consistent with this combined adverse reaction profile.,[0.053846437484025955],62. The limited data on AVANDAMET also corresponds to these combined adverse reaction profile.,de-en,0.125,smt,2,2_smt
219,Wofür wird Micardis angewendet?,What is Micardis used for?,What is Micardis used for?,[0.008440281264483929],What is Micardis used for?,de-en,0.0,smt,2,2_smt
220,"Um eine unerwünschte Akkumulation im Tagesverlauf zu vermeiden, ist bei diesen Patienten während der anfänglichen Dosistitration besonders vorsichtig vorzugehen.","In order to avoid the unwanted accumulation in the Tagesverlauf, in these patients during the initial titration.","To avoid undesired accumulation over the day, special caution has to be exercised with these patients during initial dose titration.",[0.34217941761016846],"In order to avoid unwanted accumulation in the course of the day, special care should be taken when dealing with these patients during the initial titration.",de-en,0.4285714285714285,smt,2,2_smt
221,"Die skalierte Dosierpipette fasst bis zu 1.000 mg Levetiracetam (entsprechend 10 ml), die Skalierungsschritte betragen 25 mg (entsprechend 0,25 ml).","The 6-8 which is packaged with an oral dosing syringe summarises up to 1,000 mg levetiracetam (corresponding to 10 ml), titrating the Skalierungsschritte 25 mg (equivalent to 0.25 ml).","The graduated oral syringe contains up to 1,000 mg levetiracetam (corresponding to 10 ml) with a graduation every 25 mg (corresponding to 0.25 ml).",[0.16494569182395935],"The scaled dosage pipette holds up to 1,000 mg levetiracetam (corresponding to 10 ml), the scaling measure is 25 mg (equivalent to 0.25 ml).",de-en,0.4666666666666667,smt,2,2_smt
222,"Für den Fall einer allergischen Reaktion während einer Verabreichung von MabThera sollen Arzneimittel zur Behandlung von Überempfindlichkeitsreaktionen wie z.B. Epinephrin (Adrenalin), Antihistaminika und Glukokortikoide für den sofortigen Einsatz zur Verfügung stehen.","In the event of an allergic reaction during administration of MabThera medicines for the treatment of hypersensitivity reactions, e. g. epinephrine (adrenaline), antihistamines and corticosteroids for immediate use should be available.","Medicinal products for the treatment of hypersensitivity reactions, e. g., epinephrine (adrenaline), antihistamines and glucocorticooids, should be available for immediate use in the event of an allergic reaction during administration of MabThera.",[0.060312896966934204],"In the event of an allergic reaction during administration of MabThera, medicines for the treatment of hypersensitivity reactions, e. g. epinephrine (adrenaline), antihistamines and corticosteroids for immediate use should be available.",de-en,0.027027027027027,smt,2,2_smt
223,"In der Original Flasche aufbewahren, um den Inhalt vor Feuchtigkeit zu schützen.","Store in the original bottle in order to protect from light, in the product.",Store in the original bottle in order to protect from moisture.,[0.1798333376646042],"Store in the original bottle in order to protect from light, in the product.",de-en,0.0,smt,2,2_smt
224,"4 (siehe Abschnitt 4.5). Falls der Einsatz von Antazida während der Behandlung mit Tarceva als notwendig erachtet wird, sollte die Einnahme wenigstens 4 Stunden vor oder 2 Stunden nach der täglichen Tarceva Dosis erfolgen.","4 (see section 4.5). If the use of antacids is considered necessary, they should be taken at least 4 hours before or 2 hours after the daily dose of Tarceva during treatment with Tarceva.","If the use of antacids is considered necessary during treatment with Tarceva, they should be taken at least 4 hours before or 2 hours after the daily dose of Tarceva.",[0.046662937849760056],"4 (see section 4.5). If the use of antacids is considered necessary, they should be taken at least 4 hours before or 2 hours after the daily dose of Tarceva during treatment with Tarceva.",de-en,0.0,smt,2,2_smt
225,"Die präklinischen Studien, einschließlich konventioneller Studien zur allgemeinen Pharmakologie, zur Genotoxizität und zum kanzerogenem Potential lassen keine besonderen Gefahren für den Menschen erkennen.","The preclinical studies, including special hazard for humans based on conventional studies of global pharmacology, genotoxicity, carcinogenic potential kanzerogenem Non-clinical data reveal no special hazard to humans.","Preclinical data reveal no special hazard for humans based on conventional studies of general pharmacology, genotoxicity and carcinogenic potential.",[0.26758018136024475],"The preclinical studies of conventional studies of general pharmacology, genotoxicity and carcinogenic potential revealed no special hazard to humans.",de-en,0.6666666666666666,smt,2,2_smt
226,Nicht über 25ºC lagern.,Do not store above 25 ° C.,195 Do not store above 25°C.,[0.009909088723361492],Do not store above 25 ° C.,de-en,0.0,smt,2,2_smt
227,Das in diesen klinischen Studien beobachtete Sicherheitsprofil von Biograstim war dem des in diesen Studien verwendeten Referenzpräparats vergleichbar.,The observed in these clinical studies safety profile of Biograstim was comparable to the reference product used in these reference product used in these studies.,The safety profile of Biograstim observed in these clinical studies was consistent with that reported with the reference product used in these studies.,[0.2443539947271347],The observations of these clinical studies on the safety profile of Biograstim was comparable to the reference product used in these studies.,de-en,0.3478260869565217,smt,2,2_smt
228,"Der Wirkstoff in Myfenax, Mycophenolatmofetil, ist ein Immunsuppressivum. Im Körper wird es zu Mycophenolsäure umgewandelt, die ein Enzym mit der Bezeichnung „Inosinmonophosphat- dehydrogenase“ blockiert.","The active substance in Myfenax, mycophenolate mofetil, is an immunosuppressant in transplants, in one study with a total of 1,493 adults following kidney enzyme.","This makes them less effective at recognising and attacking the transplanted organ, lowering the risk of the organ being rejected.",[0.36525577306747437],"The active substance in Myfenax, mycophenolate mofetil, is an immunosuppressant. In the body it is metabolised to mycophenolic acid, which blocks an enzyme with the identification IMP dehydrogenase.",de-en,0.5757575757575758,smt,2,2_smt
229,zu Den vollständigen Wortlaut des EPAR für Quintanrix finden Sie hier.,The full EPAR for up for Quintanrix can be found here.,This summary was last updated in 04-2008.,[0.29934024810791016],The full EPAR for up for Quintanrix can be found here.,de-en,0.0,smt,2,2_smt
